timestamp,process_stage,machine_id,shift,units_processed,cycle_time_sec,downtime_min,defect_rate,operator_efficiency,energy_consumed_kwh
2022-04-01 21:00:00,Cutting,M1,Morning,15,293.91,14.05,0.004,0.97,58.01
2022-04-01 22:00:00,Inspection,M5,Morning,19,388.01,17.09,0.074,0.77,52.13
2022-04-01 23:00:00,Painting,M4,Evening,27,282.67,7.4,0.002,0.7,37.01
2022-04-02 00:00:00,Inspection,M4,Evening,16,292.78,16.16,0.053,1.0,69.41
2022-04-02 01:00:00,Cutting,M3,Evening,24,282.74,1.69,0.084,0.79,60.65
2022-04-02 02:00:00,Inspection,M3,Evening,20,353.81,0.31,0.083,0.71,54.24
2022-04-02 03:00:00,Inspection,M5,Evening,13,340.69,10.44,0.084,0.77,52.13
2022-04-02 04:00:00,Cutting,M4,Evening,20,313.93,1.11,0.06,0.9,32.2
2022-04-02 05:00:00,Packaging,M1,Evening,20,247.41,8.0,0.018,0.88,54.22
2022-04-02 06:00:00,Inspection,M2,Night,21,281.49,12.77,0.051,0.76,44.7
2022-04-02 07:00:00,Inspection,M5,Night,18,247.4,5.23,0.052,0.76,33.6
2022-04-02 08:00:00,Packaging,M2,Evening,17,358.02,0.45,0.032,0.83,45.16
2022-04-02 09:00:00,Inspection,M1,Night,17,221.26,21.82,0.042,0.7,52.41
2022-04-02 10:00:00,Inspection,M1,Morning,17,379.72,0.44,0.087,0.7,53.73
2022-04-02 11:00:00,Inspection,M2,Night,14,364.38,23.51,0.052,0.89,38.22
2022-04-02 12:00:00,Assembly,M5,Evening,16,254.07,0.54,0.07,0.8,36.38
2022-04-02 13:00:00,Packaging,M2,Night,14,279.18,13.29,0.05,0.71,46.97
2022-04-02 14:00:00,Inspection,M5,Morning,21,264.38,25.88,0.062,0.84,55.71
2022-04-02 15:00:00,Packaging,M5,Night,19,321.51,23.75,0.009,0.98,42.07
2022-04-02 16:00:00,Painting,M3,Evening,16,370.62,22.39,0.093,0.78,45.56
2022-04-02 17:00:00,Painting,M4,Morning,21,359.28,21.46,0.044,0.78,51.88
2022-04-02 18:00:00,Inspection,M4,Morning,15,278.35,7.14,0.075,0.84,41.8
2022-04-02 19:00:00,Packaging,M1,Night,16,362.74,8.16,0.067,0.74,29.93
2022-04-02 20:00:00,Packaging,M3,Morning,19,358.59,9.67,0.08,0.89,53.11
2022-04-02 21:00:00,Packaging,M4,Morning,24,290.56,22.63,0.003,0.95,32.53
2022-04-02 22:00:00,Assembly,M5,Morning,35,299.53,18.21,0.094,0.76,53.3
2022-04-02 23:00:00,Painting,M5,Evening,24,377.09,15.28,0.083,0.9,47.79
2022-04-03 00:00:00,Packaging,M2,Morning,26,352.92,11.26,0.083,0.97,47.71
2022-04-03 01:00:00,Packaging,M2,Night,18,361.24,9.63,0.047,0.97,38.97
2022-04-03 02:00:00,Assembly,M5,Night,15,429.27,25.57,0.08,0.87,46.68
2022-04-03 03:00:00,Assembly,M5,Morning,20,327.36,2.14,0.058,0.75,41.21
2022-04-03 04:00:00,Packaging,M2,Night,19,316.28,2.14,0.05,0.9,78.48
2022-04-03 05:00:00,Cutting,M4,Morning,16,367.9,40.44,0.078,0.92,41.96
2022-04-03 06:00:00,Packaging,M1,Night,20,399.39,8.06,0.063,0.93,60.39
2022-04-03 07:00:00,Packaging,M2,Morning,19,269.43,6.6,0.008,0.98,44.35
2022-04-03 08:00:00,Assembly,M4,Morning,18,289.91,19.01,0.031,0.88,52.43
2022-04-03 09:00:00,Assembly,M4,Morning,26,249.07,18.96,0.062,0.84,50.08
2022-04-03 10:00:00,Packaging,M4,Evening,24,317.14,1.94,0.09,0.85,48.35
2022-04-03 11:00:00,Packaging,M3,Night,20,344.46,1.91,0.093,0.8,48.03
2022-04-03 12:00:00,Packaging,M3,Morning,17,252.56,15.86,0.084,0.72,52.47
2022-04-03 13:00:00,Assembly,M4,Evening,22,356.69,15.4,0.025,0.92,63.76
2022-04-03 14:00:00,Packaging,M5,Evening,22,277.33,2.55,0.047,0.71,38.69
2022-04-03 15:00:00,Packaging,M3,Morning,22,273.26,18.42,0.043,0.72,32.32
2022-04-03 16:00:00,Inspection,M2,Morning,14,356.5,6.54,0.044,0.8,41.7
2022-04-03 17:00:00,Cutting,M3,Morning,19,268.74,6.35,0.005,0.98,51.28
2022-04-03 18:00:00,Painting,M5,Morning,18,229.83,42.47,0.017,0.84,47.04
2022-04-03 19:00:00,Cutting,M1,Morning,22,337.18,7.32,0.015,0.76,65.42
2022-04-03 20:00:00,Inspection,M3,Night,25,293.41,1.47,0.062,0.97,64.2
2022-04-03 21:00:00,Painting,M4,Morning,21,359.9,3.29,0.041,0.87,45.45
2022-04-03 22:00:00,Packaging,M4,Morning,23,341.65,4.06,0.032,0.81,65.45
2022-04-03 23:00:00,Inspection,M4,Night,21,212.59,31.81,0.044,0.91,54.21
2022-04-04 00:00:00,Packaging,M1,Evening,16,365.78,3.07,0.032,0.83,42.71
2022-04-04 01:00:00,Assembly,M5,Night,14,394.99,5.63,0.076,0.92,48.8
2022-04-04 02:00:00,Inspection,M2,Evening,22,351.68,13.85,0.017,0.77,48.07
2022-04-04 03:00:00,Assembly,M5,Evening,18,353.69,3.2,0.006,0.75,42.64
2022-04-04 04:00:00,Inspection,M1,Night,19,287.62,12.09,0.065,0.84,43.66
2022-04-04 05:00:00,Inspection,M4,Morning,23,276.17,2.33,0.023,0.8,54.51
2022-04-04 06:00:00,Assembly,M5,Evening,21,310.62,2.78,0.064,0.88,46.0
2022-04-04 07:00:00,Painting,M2,Morning,23,346.0,42.93,0.006,0.94,47.17
2022-04-04 08:00:00,Cutting,M4,Night,22,344.74,4.6,0.025,0.97,47.93
2022-04-04 09:00:00,Packaging,M2,Evening,16,278.11,13.08,0.015,0.93,48.32
2022-04-04 10:00:00,Inspection,M3,Morning,18,273.04,18.33,0.029,0.8,59.21
2022-04-04 11:00:00,Packaging,M2,Evening,29,225.49,4.26,0.033,0.92,41.74
2022-04-04 12:00:00,Assembly,M4,Evening,18,332.35,4.42,0.05,0.86,52.3
2022-04-04 13:00:00,Packaging,M3,Night,20,280.51,14.83,0.052,0.97,34.87
2022-04-04 14:00:00,Assembly,M4,Morning,14,284.95,9.34,0.063,0.91,44.78
2022-04-04 15:00:00,Packaging,M4,Morning,20,386.39,4.49,0.033,0.75,36.93
2022-04-04 16:00:00,Cutting,M3,Evening,17,329.92,13.85,0.053,0.72,66.18
2022-04-04 17:00:00,Cutting,M2,Morning,19,316.14,19.93,0.099,0.86,51.34
2022-04-04 18:00:00,Cutting,M1,Evening,22,341.51,2.68,0.021,0.81,45.74
2022-04-04 19:00:00,Cutting,M1,Night,17,371.03,0.25,0.015,0.75,32.63
2022-04-04 20:00:00,Cutting,M1,Night,29,219.13,3.2,0.084,0.94,36.61
2022-04-04 21:00:00,Cutting,M1,Morning,20,271.72,11.22,0.041,0.81,58.52
2022-04-04 22:00:00,Assembly,M5,Night,25,288.39,24.68,0.085,0.73,53.55
2022-04-04 23:00:00,Inspection,M1,Night,16,251.08,19.88,0.042,0.78,35.59
2022-04-05 00:00:00,Packaging,M3,Morning,21,286.74,2.51,0.002,0.9,35.64
2022-04-05 01:00:00,Cutting,M1,Evening,30,222.44,21.29,0.037,0.89,68.48
2022-04-05 02:00:00,Assembly,M4,Night,20,346.11,16.65,0.061,0.78,63.55
2022-04-05 03:00:00,Assembly,M1,Morning,11,274.12,13.26,0.045,0.8,52.95
2022-04-05 04:00:00,Assembly,M2,Morning,17,310.05,11.65,0.046,0.71,51.16
2022-04-05 05:00:00,Inspection,M3,Morning,16,302.57,16.46,0.1,0.99,48.32
2022-04-05 06:00:00,Packaging,M3,Night,18,327.87,19.79,0.054,0.8,37.43
2022-04-05 07:00:00,Inspection,M5,Night,21,176.96,17.1,0.07,0.98,58.6
2022-04-05 08:00:00,Painting,M4,Evening,23,322.51,1.3,0.072,0.94,48.05
2022-04-05 09:00:00,Assembly,M3,Evening,18,286.25,12.81,0.0,0.8,57.3
2022-04-05 10:00:00,Painting,M2,Evening,16,320.34,18.41,0.055,0.91,45.96
2022-04-05 11:00:00,Cutting,M1,Evening,26,241.03,2.05,0.096,0.84,53.63
2022-04-05 12:00:00,Cutting,M3,Evening,13,320.68,2.41,0.075,0.99,45.2
2022-04-05 13:00:00,Inspection,M2,Evening,14,364.93,15.42,0.034,0.89,50.7
2022-04-05 14:00:00,Packaging,M1,Morning,19,309.49,4.21,0.036,0.86,57.97
2022-04-05 15:00:00,Painting,M5,Evening,17,264.14,5.1,0.03,0.89,44.65
2022-04-05 16:00:00,Packaging,M3,Night,19,266.32,4.73,0.063,0.77,70.2
2022-04-05 17:00:00,Inspection,M3,Evening,27,328.81,2.39,0.01,0.79,44.22
2022-04-05 18:00:00,Cutting,M2,Night,16,328.48,27.94,0.029,0.91,51.36
2022-04-05 19:00:00,Packaging,M4,Evening,25,317.83,16.39,0.05,0.73,63.82
2022-04-05 20:00:00,Packaging,M5,Morning,17,298.12,2.88,0.054,0.79,64.5
2022-04-05 21:00:00,Cutting,M4,Morning,17,310.15,1.12,0.061,0.89,54.67
2022-04-05 22:00:00,Painting,M3,Night,17,296.75,4.66,0.08,1.0,52.69
2022-04-05 23:00:00,Cutting,M4,Evening,25,280.96,5.37,0.016,0.98,50.69
2022-04-06 00:00:00,Packaging,M1,Morning,18,337.87,0.07,0.023,0.95,63.56
2022-04-06 01:00:00,Painting,M5,Morning,22,315.51,21.82,0.087,0.85,59.57
2022-04-06 02:00:00,Painting,M4,Evening,18,364.53,19.06,0.083,0.94,60.9
2022-04-06 03:00:00,Cutting,M1,Night,18,355.84,18.98,0.082,0.87,66.34
2022-04-06 04:00:00,Packaging,M2,Night,15,313.87,16.39,0.021,0.84,54.58
2022-04-06 05:00:00,Inspection,M4,Night,19,329.77,13.21,0.006,0.77,45.93
2022-04-06 06:00:00,Packaging,M5,Morning,13,252.14,10.07,0.052,0.99,53.51
2022-04-06 07:00:00,Assembly,M1,Evening,19,296.12,32.26,0.087,0.88,50.56
2022-04-06 08:00:00,Inspection,M4,Morning,22,317.13,12.44,0.024,0.9,48.11
2022-04-06 09:00:00,Painting,M2,Morning,30,220.86,9.95,0.09,0.74,45.96
2022-04-06 10:00:00,Inspection,M4,Morning,20,321.47,15.55,0.014,0.83,55.48
2022-04-06 11:00:00,Painting,M1,Morning,18,252.04,2.83,0.03,0.99,56.38
2022-04-06 12:00:00,Painting,M4,Evening,21,257.52,34.16,0.03,0.93,43.04
2022-04-06 13:00:00,Inspection,M5,Morning,19,273.53,0.19,0.015,0.96,53.16
2022-04-06 14:00:00,Painting,M3,Morning,13,298.47,10.45,0.087,0.82,66.23
2022-04-06 15:00:00,Painting,M1,Night,21,233.6,0.8,0.041,0.72,42.53
2022-04-06 16:00:00,Assembly,M1,Morning,19,342.83,19.19,0.019,0.81,63.69
2022-04-06 17:00:00,Packaging,M1,Evening,13,308.87,34.31,0.015,0.81,41.25
2022-04-06 18:00:00,Packaging,M1,Morning,27,396.25,5.25,0.042,0.79,53.61
2022-04-06 19:00:00,Assembly,M4,Evening,25,315.0,19.46,0.002,0.86,32.19
2022-04-06 20:00:00,Inspection,M5,Evening,20,328.54,4.09,0.012,0.76,56.4
2022-04-06 21:00:00,Cutting,M2,Evening,23,257.31,1.74,0.0,0.98,47.79
2022-04-06 22:00:00,Cutting,M5,Night,19,240.91,3.24,0.002,0.97,32.55
2022-04-06 23:00:00,Cutting,M1,Night,19,330.96,3.59,0.1,0.78,45.29
2022-04-07 00:00:00,Assembly,M4,Morning,21,245.34,9.96,0.045,0.9,67.66
2022-04-07 01:00:00,Assembly,M4,Morning,15,332.09,15.9,0.073,0.85,55.7
2022-04-07 02:00:00,Painting,M1,Morning,24,385.33,2.3,0.074,0.78,51.13
2022-04-07 03:00:00,Cutting,M4,Evening,15,347.29,0.92,0.088,0.97,55.3
2022-04-07 04:00:00,Inspection,M1,Evening,21,328.52,2.51,0.01,0.77,60.1
2022-04-07 05:00:00,Inspection,M5,Evening,28,313.47,3.52,0.053,0.89,65.24
2022-04-07 06:00:00,Cutting,M3,Morning,22,280.8,3.28,0.032,0.8,47.09
2022-04-07 07:00:00,Cutting,M4,Morning,18,294.27,2.48,0.055,0.95,55.93
2022-04-07 08:00:00,Cutting,M1,Morning,16,271.73,6.27,0.033,0.89,54.75
2022-04-07 09:00:00,Assembly,M1,Morning,15,234.23,19.38,0.018,0.95,51.07
2022-04-07 10:00:00,Assembly,M4,Night,20,301.77,1.06,0.067,0.8,48.14
2022-04-07 11:00:00,Assembly,M2,Night,14,355.39,19.81,0.004,0.7,66.04
2022-04-07 12:00:00,Packaging,M1,Night,16,235.56,6.87,0.09,0.77,52.63
2022-04-07 13:00:00,Inspection,M4,Morning,16,369.92,10.8,0.015,0.94,37.83
2022-04-07 14:00:00,Inspection,M1,Night,13,360.86,16.89,0.062,0.8,20.95
2022-04-07 15:00:00,Painting,M2,Night,20,319.85,3.63,0.075,0.8,59.54
2022-04-07 16:00:00,Assembly,M3,Morning,30,320.25,30.84,0.007,0.83,45.7
2022-04-07 17:00:00,Packaging,M2,Night,15,290.69,0.87,0.09,0.78,48.48
2022-04-07 18:00:00,Packaging,M5,Morning,16,302.1,7.5,0.036,0.94,54.08
2022-04-07 19:00:00,Inspection,M4,Morning,17,276.82,2.94,0.1,0.8,74.61
2022-04-07 20:00:00,Assembly,M2,Morning,22,301.58,5.24,0.007,0.88,63.54
2022-04-07 21:00:00,Painting,M3,Evening,23,306.99,5.96,0.072,0.84,47.73
2022-04-07 22:00:00,Assembly,M1,Morning,14,394.06,24.59,0.016,0.79,57.31
2022-04-07 23:00:00,Cutting,M4,Night,16,328.28,5.83,0.04,0.78,43.98
2022-04-08 00:00:00,Assembly,M2,Night,20,289.53,11.97,0.044,0.85,57.74
2022-04-08 01:00:00,Cutting,M3,Morning,24,295.05,30.32,0.041,0.76,41.77
2022-04-08 02:00:00,Cutting,M2,Evening,11,264.34,6.82,0.034,0.8,51.83
2022-04-08 03:00:00,Painting,M5,Evening,21,272.58,5.25,0.077,0.71,52.16
2022-04-08 04:00:00,Inspection,M4,Evening,20,345.53,36.11,0.082,0.94,39.48
2022-04-08 05:00:00,Assembly,M1,Night,18,275.3,17.58,0.034,0.71,44.11
2022-04-08 06:00:00,Cutting,M3,Evening,29,269.12,28.1,0.048,0.96,28.26
2022-04-08 07:00:00,Assembly,M2,Evening,11,270.37,5.06,0.042,0.71,46.21
2022-04-08 08:00:00,Inspection,M4,Morning,26,263.54,11.92,0.059,0.95,61.16
2022-04-08 09:00:00,Inspection,M2,Evening,25,356.36,2.87,0.015,0.89,69.99
2022-04-08 10:00:00,Packaging,M4,Evening,15,307.14,20.09,0.081,0.85,64.92
2022-04-08 11:00:00,Inspection,M5,Evening,21,285.88,27.04,0.08,0.74,46.14
2022-04-08 12:00:00,Painting,M2,Morning,21,301.46,3.12,0.059,0.78,49.93
2022-04-08 13:00:00,Cutting,M5,Morning,21,310.86,1.11,0.075,0.91,49.29
2022-04-08 14:00:00,Packaging,M3,Evening,15,262.64,2.24,0.099,0.85,47.9
2022-04-08 15:00:00,Painting,M5,Night,25,230.52,10.02,0.092,0.85,59.74
2022-04-08 16:00:00,Assembly,M4,Night,22,366.93,3.18,0.061,0.74,44.49
2022-04-08 17:00:00,Cutting,M3,Morning,18,349.4,10.18,0.051,0.84,64.52
2022-04-08 18:00:00,Inspection,M2,Evening,22,318.89,4.31,0.053,0.88,51.39
2022-04-08 19:00:00,Cutting,M2,Night,15,345.96,24.87,0.047,0.74,38.34
2022-04-08 20:00:00,Assembly,M4,Evening,17,395.72,6.03,0.048,0.99,49.03
2022-04-08 21:00:00,Packaging,M1,Morning,21,273.23,6.88,0.073,0.95,54.79
2022-04-08 22:00:00,Packaging,M1,Night,9,244.0,4.28,0.099,0.8,59.77
2022-04-08 23:00:00,Packaging,M2,Morning,26,333.08,0.76,0.005,0.87,57.54
2022-04-09 00:00:00,Inspection,M4,Evening,21,226.66,6.8,0.023,0.87,46.84
2022-04-09 01:00:00,Painting,M1,Morning,22,301.9,14.89,0.021,0.73,44.82
2022-04-09 02:00:00,Painting,M5,Morning,22,285.08,30.58,0.083,0.83,67.3
2022-04-09 03:00:00,Cutting,M2,Morning,25,333.69,0.8,0.042,0.76,50.27
2022-04-09 04:00:00,Inspection,M5,Morning,18,275.89,15.97,0.053,0.8,38.66
2022-04-09 05:00:00,Packaging,M4,Night,20,359.99,3.11,0.047,0.98,44.15
2022-04-09 06:00:00,Packaging,M5,Evening,12,262.66,17.31,0.085,0.87,30.38
2022-04-09 07:00:00,Assembly,M1,Night,22,335.29,4.19,0.05,0.72,33.71
2022-04-09 08:00:00,Assembly,M1,Evening,13,266.68,1.22,0.067,0.9,44.7
2022-04-09 09:00:00,Packaging,M3,Evening,16,327.42,9.47,0.002,1.0,42.04
2022-04-09 10:00:00,Packaging,M2,Evening,21,249.27,22.43,0.065,0.75,43.13
2022-04-09 11:00:00,Inspection,M4,Evening,21,298.79,2.0,0.024,0.9,57.7
2022-04-09 12:00:00,Painting,M2,Evening,17,366.1,0.22,0.087,0.95,58.74
2022-04-09 13:00:00,Assembly,M5,Night,16,305.75,21.53,0.075,0.95,38.35
2022-04-09 14:00:00,Painting,M4,Evening,15,359.15,11.97,0.011,0.91,68.92
2022-04-09 15:00:00,Inspection,M4,Morning,19,298.69,16.54,0.01,0.97,51.01
2022-04-09 16:00:00,Packaging,M1,Night,20,274.75,0.62,0.029,0.71,50.08
2022-04-09 17:00:00,Painting,M5,Night,24,308.6,22.11,0.013,0.72,42.08
2022-04-09 18:00:00,Packaging,M1,Evening,24,330.92,5.43,0.074,0.74,47.0
2022-04-09 19:00:00,Packaging,M1,Morning,22,204.72,22.79,0.099,0.71,70.29
2022-04-09 20:00:00,Cutting,M3,Morning,27,326.11,0.67,0.066,0.74,39.19
2022-04-09 21:00:00,Painting,M1,Evening,21,253.01,21.61,0.025,0.95,52.67
2022-04-09 22:00:00,Painting,M2,Evening,18,240.58,11.19,0.056,0.97,44.58
2022-04-09 23:00:00,Packaging,M4,Morning,23,326.93,8.08,0.081,0.8,31.9
2022-04-10 00:00:00,Inspection,M1,Night,25,366.93,0.64,0.096,0.99,34.64
2022-04-10 01:00:00,Cutting,M2,Night,25,310.82,11.66,0.001,0.83,56.11
2022-04-10 02:00:00,Packaging,M5,Evening,23,232.23,9.11,0.052,0.75,32.77
2022-04-10 03:00:00,Assembly,M4,Night,25,266.47,12.96,0.045,0.9,37.65
2022-04-10 04:00:00,Assembly,M5,Night,24,279.09,12.61,0.041,0.83,58.22
2022-04-10 05:00:00,Cutting,M2,Morning,21,309.8,5.87,0.05,0.71,57.01
2022-04-10 06:00:00,Inspection,M5,Night,21,296.41,2.29,0.04,0.99,50.59
2022-04-10 07:00:00,Packaging,M5,Morning,16,324.76,25.13,0.034,0.88,38.22
2022-04-10 08:00:00,Painting,M5,Evening,14,350.0,25.98,0.011,0.88,38.18
2022-04-10 09:00:00,Cutting,M1,Evening,26,317.24,2.38,0.05,0.99,36.76
2022-04-10 10:00:00,Inspection,M1,Morning,25,344.9,9.96,0.082,0.95,48.66
2022-04-10 11:00:00,Painting,M1,Morning,20,286.51,2.27,0.01,0.81,56.41
2022-04-10 12:00:00,Assembly,M4,Evening,19,464.8,19.75,0.074,0.71,45.76
2022-04-10 13:00:00,Assembly,M2,Morning,16,327.66,1.03,0.027,0.77,58.85
2022-04-10 14:00:00,Painting,M1,Evening,12,334.2,46.25,0.038,0.81,66.1
2022-04-10 15:00:00,Cutting,M5,Evening,24,387.88,9.44,0.099,0.99,53.91
2022-04-10 16:00:00,Assembly,M5,Evening,20,304.41,0.23,0.068,0.97,37.47
2022-04-10 17:00:00,Packaging,M5,Evening,31,267.72,21.36,0.072,0.71,50.86
2022-04-10 18:00:00,Painting,M5,Evening,20,365.32,11.53,0.06,1.0,63.54
2022-04-10 19:00:00,Painting,M3,Evening,19,368.26,11.95,0.032,0.78,43.69
2022-04-10 20:00:00,Assembly,M4,Night,22,307.68,3.22,0.068,0.93,43.42
2022-04-10 21:00:00,Cutting,M2,Night,20,387.98,4.11,0.046,0.73,61.4
2022-04-10 22:00:00,Packaging,M2,Evening,19,295.84,24.58,0.083,0.77,35.64
2022-04-10 23:00:00,Cutting,M1,Night,17,346.61,10.08,0.057,0.85,51.98
2022-04-11 00:00:00,Inspection,M3,Morning,14,375.78,0.17,0.077,0.91,43.82
2022-04-11 01:00:00,Inspection,M2,Morning,20,304.92,3.97,0.085,0.8,45.67
2022-04-11 02:00:00,Assembly,M4,Evening,17,322.84,9.13,0.082,0.96,67.03
2022-04-11 03:00:00,Assembly,M5,Night,25,351.3,1.6,0.04,0.98,45.19
2022-04-11 04:00:00,Assembly,M1,Morning,16,281.69,1.03,0.037,0.74,51.22
2022-04-11 05:00:00,Inspection,M4,Morning,24,259.29,0.61,0.087,0.92,60.31
2022-04-11 06:00:00,Cutting,M2,Morning,25,366.65,9.96,0.014,0.74,37.18
2022-04-11 07:00:00,Cutting,M3,Morning,23,315.34,3.87,0.028,0.8,58.36
2022-04-11 08:00:00,Assembly,M1,Night,22,274.72,4.68,0.012,0.95,45.52
2022-04-11 09:00:00,Packaging,M2,Morning,9,304.71,0.62,0.004,0.8,37.2
2022-04-11 10:00:00,Cutting,M1,Morning,14,325.43,13.39,0.062,0.97,45.08
2022-04-11 11:00:00,Inspection,M2,Morning,17,221.54,14.56,0.09,0.82,50.62
2022-04-11 12:00:00,Painting,M5,Evening,20,335.8,17.69,0.013,0.79,52.4
2022-04-11 13:00:00,Painting,M3,Morning,23,320.42,10.55,0.08,1.0,42.51
2022-04-11 14:00:00,Painting,M5,Morning,18,382.75,14.84,0.038,0.83,47.84
2022-04-11 15:00:00,Packaging,M2,Night,24,289.05,8.61,0.062,0.92,36.07
2022-04-11 16:00:00,Assembly,M4,Morning,14,368.86,6.77,0.076,0.88,42.92
2022-04-11 17:00:00,Inspection,M5,Morning,18,297.77,3.01,0.071,0.76,36.38
2022-04-11 18:00:00,Packaging,M4,Morning,22,306.96,0.55,0.014,0.85,49.21
2022-04-11 19:00:00,Inspection,M2,Evening,15,314.05,3.45,0.012,0.72,41.62
2022-04-11 20:00:00,Inspection,M3,Night,18,404.66,11.51,0.092,0.91,70.75
2022-04-11 21:00:00,Assembly,M4,Night,15,238.03,26.15,0.008,0.86,53.83
2022-04-11 22:00:00,Painting,M2,Evening,22,324.75,2.96,0.022,0.74,33.74
2022-04-11 23:00:00,Assembly,M4,Evening,15,302.11,11.08,0.044,0.93,42.54
2022-04-12 00:00:00,Packaging,M5,Night,21,298.57,6.51,0.082,0.94,57.02
2022-04-12 01:00:00,Packaging,M2,Morning,16,329.15,9.88,0.06,0.92,52.45
2022-04-12 02:00:00,Packaging,M5,Night,16,355.3,0.02,0.057,0.8,34.29
2022-04-12 03:00:00,Assembly,M1,Evening,20,326.58,1.31,0.069,0.92,42.13
2022-04-12 04:00:00,Inspection,M2,Morning,24,361.76,2.45,0.08,0.87,56.43
2022-04-12 05:00:00,Inspection,M4,Night,27,287.45,22.39,0.023,0.86,53.71
2022-04-12 06:00:00,Cutting,M1,Morning,18,297.57,0.41,0.002,0.89,55.76
2022-04-12 07:00:00,Packaging,M5,Morning,17,249.96,8.43,0.013,0.89,47.2
2022-04-12 08:00:00,Inspection,M5,Evening,21,399.15,26.4,0.017,0.94,41.43
2022-04-12 09:00:00,Cutting,M4,Night,27,290.66,10.56,0.004,1.0,37.24
2022-04-12 10:00:00,Inspection,M1,Evening,17,285.14,6.62,0.075,0.92,59.5
2022-04-12 11:00:00,Packaging,M3,Night,21,330.33,4.88,0.088,0.83,69.44
2022-04-12 12:00:00,Painting,M4,Night,22,355.35,9.79,0.071,0.84,52.77
2022-04-12 13:00:00,Packaging,M5,Morning,18,265.4,6.55,0.019,0.71,59.36
2022-04-12 14:00:00,Assembly,M2,Morning,21,359.33,12.22,0.061,0.75,42.01
2022-04-12 15:00:00,Inspection,M1,Morning,21,284.83,9.62,0.052,0.77,49.79
2022-04-12 16:00:00,Inspection,M3,Evening,18,371.53,8.38,0.082,1.0,49.37
2022-04-12 17:00:00,Assembly,M2,Morning,22,272.95,31.42,0.094,0.93,53.85
2022-04-12 18:00:00,Assembly,M1,Evening,22,336.77,18.06,0.074,0.74,50.78
2022-04-12 19:00:00,Painting,M4,Morning,19,302.14,9.39,0.051,0.85,77.77
2022-04-12 20:00:00,Inspection,M4,Evening,24,243.68,7.74,0.051,0.76,58.0
2022-04-12 21:00:00,Inspection,M1,Night,27,229.2,12.87,0.081,0.79,62.99
2022-04-12 22:00:00,Painting,M3,Evening,21,262.85,16.29,0.012,0.88,52.71
2022-04-12 23:00:00,Cutting,M1,Evening,23,349.63,3.5,0.015,0.88,28.74
2022-04-13 00:00:00,Painting,M2,Evening,25,202.84,10.99,0.034,0.96,54.48
2022-04-13 01:00:00,Packaging,M2,Night,17,316.7,1.45,0.075,0.75,60.95
2022-04-13 02:00:00,Inspection,M4,Evening,17,312.34,5.63,0.007,0.85,63.93
2022-04-13 03:00:00,Assembly,M1,Night,18,215.89,27.88,0.034,0.88,49.33
2022-04-13 04:00:00,Packaging,M4,Morning,16,260.16,3.95,0.032,0.98,35.65
2022-04-13 05:00:00,Inspection,M3,Morning,18,260.06,1.68,0.049,0.85,47.11
2022-04-13 06:00:00,Painting,M2,Night,13,302.63,1.58,0.046,0.8,35.5
2022-04-13 07:00:00,Packaging,M5,Evening,24,373.32,5.0,0.071,0.79,62.87
2022-04-13 08:00:00,Inspection,M5,Morning,15,353.75,2.55,0.063,0.76,54.54
2022-04-13 09:00:00,Cutting,M1,Evening,22,281.98,5.57,0.09,0.99,44.88
2022-04-13 10:00:00,Cutting,M1,Evening,17,258.53,12.69,0.018,0.88,57.42
2022-04-13 11:00:00,Assembly,M5,Night,20,222.08,21.91,0.043,0.79,64.69
2022-04-13 12:00:00,Inspection,M1,Morning,17,281.07,1.17,0.04,0.92,57.84
2022-04-13 13:00:00,Cutting,M2,Night,16,255.06,14.63,0.011,0.79,70.0
2022-04-13 14:00:00,Painting,M3,Night,22,298.19,1.09,0.016,0.85,41.14
2022-04-13 15:00:00,Inspection,M3,Night,27,300.09,4.77,0.034,0.71,59.73
2022-04-13 16:00:00,Painting,M4,Night,16,276.22,56.69,0.073,0.95,35.41
2022-04-13 17:00:00,Painting,M2,Evening,21,277.27,0.71,0.015,0.99,68.94
2022-04-13 18:00:00,Cutting,M1,Morning,18,265.31,0.23,0.027,0.96,57.28
2022-04-13 19:00:00,Inspection,M1,Morning,17,274.38,4.06,0.068,0.75,46.27
2022-04-13 20:00:00,Packaging,M4,Morning,22,371.8,30.18,0.06,0.95,38.44
2022-04-13 21:00:00,Cutting,M4,Evening,19,325.89,0.2,0.01,0.8,44.6
2022-04-13 22:00:00,Cutting,M1,Evening,17,326.57,2.52,0.094,0.98,47.41
2022-04-13 23:00:00,Inspection,M1,Night,17,350.6,9.24,0.015,0.79,52.16
2022-04-14 00:00:00,Inspection,M2,Night,21,346.18,2.66,0.006,0.73,49.83
2022-04-14 01:00:00,Painting,M4,Night,19,371.24,0.55,0.03,0.96,43.66
2022-04-14 02:00:00,Inspection,M2,Night,26,329.42,0.54,0.003,0.73,61.57
2022-04-14 03:00:00,Painting,M1,Morning,21,310.26,8.19,0.003,0.86,33.01
2022-04-14 04:00:00,Cutting,M5,Night,23,270.46,8.25,0.058,0.81,55.73
2022-04-14 05:00:00,Assembly,M5,Evening,20,258.79,12.26,0.089,0.93,51.86
2022-04-14 06:00:00,Packaging,M1,Evening,19,344.11,1.41,0.04,0.92,49.93
2022-04-14 07:00:00,Cutting,M4,Evening,19,294.45,6.93,0.03,0.93,56.3
