customer_id,campaign,channel,customer_segment,budget,clicks,impressions,conversions,customer_acquisition_cost,revenue_generated,roas
1006,Campaign_A,Email,Loyal Customer,1358.48,28,1002,0,25.89,339.8,0.25
1007,Campaign_D,Search Ads,New Customer,5111.08,37,1042,0,59.85,1451.72,0.28
1008,Campaign_A,Email,Loyal Customer,5338.71,52,988,0,89.4,654.95,0.12
1009,Campaign_D,Social Media,Returning Customer,5193.02,49,1055,0,60.55,629.51,0.12
1010,Campaign_D,Social Media,New Customer,5737.97,43,1021,0,21.93,729.25,0.13
1011,Campaign_A,Email,New Customer,285.37,56,972,0,35.82,1050.78,3.68
1012,Campaign_A,Search Ads,Returning Customer,7141.15,39,960,0,30.23,547.53,0.08
1013,Campaign_B,Display Ads,Returning Customer,7152.7,54,1005,0,21.33,631.56,0.09
1014,Campaign_C,Display Ads,Returning Customer,1243.15,44,1000,0,39.46,1119.18,0.9
1015,Campaign_A,Email,New Customer,5745.37,41,986,0,69.5,691.8,0.12
1016,Campaign_B,Social Media,New Customer,5726.78,43,1010,0,44.43,1070.36,0.19
1017,Campaign_B,Social Media,Returning Customer,6856.26,47,985,1,49.94,1443.33,0.21
1018,Campaign_C,Display Ads,Returning Customer,945.44,50,1005,0,38.86,1443.79,1.53
1019,Campaign_D,Email,Returning Customer,6302.38,50,1065,0,99.5,670.51,0.11
1020,Campaign_A,Display Ads,Returning Customer,2879.44,47,982,0,62.76,351.33,0.12
1021,Campaign_C,Search Ads,Returning Customer,5119.33,37,995,0,85.05,376.85,0.07
1022,Campaign_A,Search Ads,Loyal Customer,7755.9,53,1045,0,49.72,1228.83,0.16
1023,Campaign_B,Email,Returning Customer,7085.89,52,975,1,25.18,119.58,0.02
1024,Campaign_B,Email,Loyal Customer,1277.14,43,930,1,86.21,60.62,0.05
1025,Campaign_D,Search Ads,New Customer,5952.73,56,1024,0,78.71,1022.13,0.17
1026,Campaign_B,Social Media,New Customer,9694.25,44,997,0,39.68,1365.17,0.14
1027,Campaign_B,Email,Loyal Customer,1652.02,55,943,0,64.58,346.2,0.21
1028,Campaign_C,Search Ads,Returning Customer,8543.78,59,1002,0,18.41,81.86,0.01
1029,Campaign_A,Search Ads,New Customer,7055.23,47,1021,0,12.37,1342.93,0.19
1030,Campaign_A,Social Media,Returning Customer,7762.63,55,951,0,83.42,531.24,0.07
1031,Campaign_C,Social Media,Returning Customer,2891.39,49,1010,0,94.77,824.58,0.29
1032,Campaign_D,Social Media,Loyal Customer,2950.1,51,977,1,40.97,1254.37,0.43
1033,Campaign_A,Social Media,New Customer,9069.59,51,1034,0,63.78,375.0,0.04
1034,Campaign_B,Display Ads,New Customer,3662.34,48,1007,0,74.56,901.83,0.25
1035,Campaign_A,Social Media,Loyal Customer,723.85,56,1008,0,77.14,1487.26,2.05
1036,Campaign_B,Display Ads,Returning Customer,6045.91,40,981,0,53.3,1111.96,0.18
1037,Campaign_D,Email,Returning Customer,1335.69,47,998,0,65.2,596.01,0.45
1038,Campaign_C,Search Ads,New Customer,7986.3,53,990,0,69.13,1152.03,0.14
1039,Campaign_A,Display Ads,Loyal Customer,6453.29,42,980,0,19.29,32.66,0.01
1040,Campaign_C,Email,Loyal Customer,8759.79,54,993,0,68.06,323.01,0.04
1041,Campaign_A,Email,Returning Customer,7869.89,57,1018,0,55.98,1117.02,0.14
1042,Campaign_B,Display Ads,Returning Customer,1209.93,51,985,0,44.06,393.35,0.33
1043,Campaign_C,Email,Loyal Customer,3872.6,46,965,0,33.56,189.17,0.05
1044,Campaign_A,Email,New Customer,7768.15,49,1055,0,67.41,439.96,0.06
1045,Campaign_B,Display Ads,Returning Customer,4231.68,49,1006,0,25.01,257.0,0.06
1046,Campaign_C,Email,Loyal Customer,9726.42,48,980,1,82.98,630.97,0.06
1047,Campaign_C,Social Media,Loyal Customer,7383.83,47,1023,1,25.46,186.81,0.03
1048,Campaign_A,Social Media,Loyal Customer,253.45,51,1028,0,79.45,1256.56,4.96
1049,Campaign_A,Search Ads,New Customer,8811.86,56,1025,0,83.57,1169.96,0.13
1050,Campaign_A,Email,Returning Customer,1097.97,50,985,0,94.57,460.46,0.42
1051,Campaign_B,Search Ads,Returning Customer,1491.18,52,974,0,51.7,779.89,0.52
1052,Campaign_A,Social Media,Returning Customer,7371.47,40,937,0,15.73,1282.55,0.17
1053,Campaign_C,Social Media,New Customer,8663.19,47,951,0,70.99,1393.53,0.16
1054,Campaign_C,Social Media,Returning Customer,5409.86,58,1060,0,35.44,136.63,0.03
1055,Campaign_A,Email,Returning Customer,2961.59,41,974,0,18.35,1083.03,0.37
1056,Campaign_A,Email,Returning Customer,3578.02,61,1016,0,87.02,203.19,0.06
1057,Campaign_D,Social Media,Returning Customer,3494.6,46,988,0,22.58,30.05,0.01
1058,Campaign_C,Search Ads,New Customer,3334.11,48,1023,0,55.57,118.42,0.04
1059,Campaign_B,Search Ads,Loyal Customer,2504.81,42,1006,0,80.97,863.82,0.34
1060,Campaign_D,Display Ads,Loyal Customer,6127.78,66,1001,0,27.92,565.67,0.09
1061,Campaign_A,Social Media,Returning Customer,9014.01,43,1022,1,90.7,178.01,0.02
1062,Campaign_A,Search Ads,Returning Customer,3140.12,56,1012,0,39.84,711.49,0.23
1063,Campaign_C,Social Media,Returning Customer,1948.27,59,940,0,45.68,762.35,0.39
1064,Campaign_A,Search Ads,New Customer,8401.92,59,1028,0,21.83,1181.09,0.14
1065,Campaign_B,Display Ads,Returning Customer,7443.65,52,988,0,68.0,995.49,0.13
1066,Campaign_C,Display Ads,New Customer,9315.29,48,1014,0,54.58,698.95,0.08
1067,Campaign_A,Social Media,Returning Customer,1738.65,47,1044,0,97.67,486.5,0.28
1068,Campaign_C,Search Ads,Returning Customer,1528.09,43,952,0,72.85,3.01,0.0
1069,Campaign_A,Email,Loyal Customer,5460.15,45,1051,1,78.31,1248.06,0.23
1070,Campaign_A,Display Ads,Returning Customer,6182.89,55,996,0,27.92,400.48,0.06
1071,Campaign_A,Social Media,New Customer,4853.72,40,1005,0,74.15,319.83,0.07
1072,Campaign_B,Social Media,Loyal Customer,6029.77,58,976,0,60.17,1101.9,0.18
1073,Campaign_B,Search Ads,New Customer,1885.76,48,1011,1,46.34,107.47,0.06
1074,Campaign_C,Social Media,Loyal Customer,4848.18,45,1005,1,80.44,393.93,0.08
1075,Campaign_A,Display Ads,New Customer,6615.12,43,996,0,98.07,652.59,0.1
1076,Campaign_A,Social Media,Loyal Customer,4383.79,58,1006,0,18.53,662.37,0.15
1077,Campaign_B,Social Media,New Customer,6826.53,58,990,1,81.0,236.77,0.03
1078,Campaign_A,Email,New Customer,4566.79,48,958,0,92.75,60.18,0.01
1079,Campaign_B,Email,Returning Customer,3402.64,59,1019,1,38.37,705.8,0.21
1080,Campaign_A,Display Ads,Loyal Customer,3105.69,58,1071,1,42.67,536.2,0.17
1081,Campaign_C,Search Ads,Loyal Customer,4167.93,42,974,0,81.53,427.27,0.1
1082,Campaign_A,Email,Returning Customer,328.59,50,1022,0,95.83,405.94,1.24
1083,Campaign_A,Search Ads,New Customer,6718.4,60,935,0,94.5,756.27,0.11
1084,Campaign_D,Display Ads,New Customer,8466.55,48,1003,1,15.01,32.5,0.0
1085,Campaign_B,Email,Loyal Customer,3610.81,38,1033,0,88.43,159.12,0.04
1086,Campaign_A,Search Ads,New Customer,555.73,54,1016,0,62.78,487.81,0.88
1087,Campaign_A,Email,Loyal Customer,9869.08,45,1010,0,47.9,719.72,0.07
1088,Campaign_D,Display Ads,Loyal Customer,2710.61,39,959,1,86.1,1040.74,0.38
1089,Campaign_D,Display Ads,New Customer,1353.55,46,1026,0,82.04,439.66,0.32
1090,Campaign_B,Email,New Customer,3760.55,47,999,0,55.84,1000.57,0.27
1091,Campaign_D,Search Ads,New Customer,7411.71,51,971,0,46.96,580.73,0.08
1092,Campaign_C,Social Media,Returning Customer,3009.77,43,974,0,52.52,1162.08,0.39
1093,Campaign_D,Social Media,Loyal Customer,5789.56,41,990,0,38.65,720.93,0.12
1094,Campaign_C,Email,New Customer,4214.04,52,950,1,71.25,812.09,0.19
1095,Campaign_B,Search Ads,Returning Customer,1265.86,51,1000,1,90.28,652.61,0.52
1096,Campaign_B,Social Media,New Customer,3369.84,35,1027,0,32.55,199.34,0.06
1097,Campaign_B,Display Ads,Loyal Customer,7276.22,49,1003,0,84.3,256.75,0.04
1098,Campaign_B,Search Ads,Returning Customer,6158.84,53,1018,0,42.47,600.74,0.1
1099,Campaign_B,Social Media,Loyal Customer,1285.81,53,1023,0,21.86,148.23,0.12
1100,Campaign_C,Search Ads,New Customer,1716.89,49,1050,0,13.64,210.29,0.12
1101,Campaign_C,Email,New Customer,6443.26,46,1046,0,53.14,935.6,0.15
1102,Campaign_B,Search Ads,New Customer,8152.81,59,922,0,61.15,949.86,0.12
1103,Campaign_D,Social Media,Returning Customer,3559.8,45,982,0,10.54,191.15,0.05
1104,Campaign_A,Email,Returning Customer,5993.58,54,918,0,68.74,1280.73,0.21
1105,Campaign_B,Search Ads,Returning Customer,1789.37,43,974,1,56.67,1285.09,0.72
1106,Campaign_D,Display Ads,Returning Customer,3182.63,40,976,0,99.77,569.59,0.18
1107,Campaign_A,Social Media,New Customer,300.68,45,1005,0,19.41,746.94,2.48
1108,Campaign_B,Email,New Customer,7705.93,49,992,0,73.45,1202.32,0.16
1109,Campaign_B,Search Ads,New Customer,4070.0,48,971,0,29.53,1144.06,0.28
1110,Campaign_C,Display Ads,Returning Customer,8179.64,46,1013,0,28.57,544.12,0.07
1111,Campaign_A,Social Media,Returning Customer,7112.89,41,1053,0,11.68,475.65,0.07
1112,Campaign_A,Display Ads,New Customer,8304.57,35,993,0,10.59,996.51,0.12
1113,Campaign_D,Search Ads,New Customer,2928.02,43,1004,0,26.8,545.28,0.19
1114,Campaign_C,Search Ads,Returning Customer,1932.58,48,1039,1,25.8,1034.18,0.54
1115,Campaign_C,Email,Loyal Customer,9721.87,51,1017,0,10.04,194.44,0.02
1116,Campaign_C,Display Ads,New Customer,7201.55,40,996,1,74.54,1008.06,0.14
1117,Campaign_C,Email,New Customer,8357.02,51,949,1,55.33,1177.72,0.14
1118,Campaign_A,Social Media,New Customer,230.02,50,976,0,45.65,1356.91,5.9
1119,Campaign_A,Email,Returning Customer,3609.17,50,992,0,19.34,684.27,0.19
1120,Campaign_B,Social Media,New Customer,7453.89,50,1043,0,40.05,840.46,0.11
1121,Campaign_B,Search Ads,New Customer,872.03,55,952,0,52.35,433.37,0.5
1122,Campaign_C,Search Ads,New Customer,5716.67,38,999,0,99.82,225.74,0.04
1123,Campaign_C,Display Ads,New Customer,4347.82,52,1019,0,55.95,259.66,0.06
1124,Campaign_C,Social Media,New Customer,274.4,47,1048,0,11.76,1266.86,4.62
1125,Campaign_B,Search Ads,Loyal Customer,2436.16,30,1030,0,28.7,812.21,0.33
1126,Campaign_D,Display Ads,Loyal Customer,2919.44,44,1016,0,41.91,564.47,0.19
1127,Campaign_D,Display Ads,New Customer,1207.41,59,1023,0,51.03,1295.92,1.07
1128,Campaign_B,Email,New Customer,6352.22,44,949,0,70.69,170.7,0.03
1129,Campaign_B,Display Ads,New Customer,2499.74,33,997,0,63.15,891.35,0.36
1130,Campaign_B,Search Ads,New Customer,2848.43,57,1013,1,55.83,1186.13,0.42
1131,Campaign_B,Email,Returning Customer,8992.56,50,1020,1,85.41,187.38,0.02
1132,Campaign_B,Social Media,Returning Customer,4724.52,50,1007,0,27.66,180.82,0.04
1133,Campaign_B,Social Media,Returning Customer,3982.07,40,965,0,17.01,50.06,0.01
1134,Campaign_C,Search Ads,Loyal Customer,7266.32,45,1024,0,85.44,1412.94,0.19
1135,Campaign_C,Search Ads,New Customer,9105.18,53,1022,1,51.59,1038.27,0.11
1136,Campaign_C,Email,Returning Customer,347.86,45,979,1,59.8,107.16,0.31
1137,Campaign_C,Email,New Customer,4537.56,59,943,0,85.36,1006.89,0.22
1138,Campaign_B,Search Ads,New Customer,6146.74,43,1011,0,95.12,455.42,0.07
1139,Campaign_D,Search Ads,Loyal Customer,3253.77,57,1007,0,59.68,164.0,0.05
1140,Campaign_A,Social Media,Loyal Customer,7746.84,53,1029,0,83.1,1488.33,0.19
1141,Campaign_B,Social Media,Returning Customer,9717.62,36,980,0,59.03,269.82,0.03
1142,Campaign_A,Social Media,Returning Customer,9439.93,48,968,0,13.0,1197.81,0.13
1143,Campaign_D,Search Ads,Loyal Customer,2733.23,52,954,0,96.03,1322.11,0.48
1144,Campaign_C,Display Ads,Loyal Customer,2340.75,47,1043,0,83.6,795.49,0.34
1145,Campaign_D,Search Ads,New Customer,9579.16,47,1018,0,77.81,1464.0,0.15
1146,Campaign_B,Search Ads,New Customer,4640.42,47,1055,0,49.76,179.8,0.04
1147,Campaign_C,Social Media,Returning Customer,2162.15,44,954,1,94.83,1441.3,0.67
1148,Campaign_B,Search Ads,Returning Customer,7099.27,59,1051,0,54.09,105.99,0.01
1149,Campaign_C,Email,Loyal Customer,2915.76,50,981,1,74.87,716.01,0.25
1150,Campaign_A,Search Ads,Returning Customer,2745.75,51,992,0,19.05,1282.54,0.47
1151,Campaign_A,Search Ads,New Customer,8804.57,53,950,0,29.7,829.79,0.09
1152,Campaign_A,Search Ads,Loyal Customer,1708.54,47,1009,0,48.18,875.19,0.51
1153,Campaign_D,Search Ads,New Customer,737.49,53,1049,0,62.32,241.48,0.33
1154,Campaign_B,Display Ads,Loyal Customer,2764.95,52,1000,0,82.5,1476.52,0.53
1155,Campaign_D,Search Ads,Loyal Customer,6108.76,44,1000,0,31.68,346.69,0.06
1156,Campaign_A,Email,New Customer,1318.57,60,987,0,79.69,1288.39,0.98
1157,Campaign_B,Email,Returning Customer,4768.79,53,990,0,90.1,1434.83,0.3
1158,Campaign_A,Search Ads,Returning Customer,6310.64,48,995,0,83.66,421.17,0.07
1159,Campaign_D,Social Media,Returning Customer,8502.5,54,1034,0,66.02,1095.77,0.13
1160,Campaign_D,Display Ads,Returning Customer,2375.71,43,974,0,82.9,120.56,0.05
1161,Campaign_D,Search Ads,New Customer,8191.73,59,1063,1,88.98,1112.17,0.14
1162,Campaign_A,Search Ads,Loyal Customer,2425.57,46,982,0,59.96,726.51,0.3
1163,Campaign_B,Search Ads,New Customer,6799.99,37,944,0,82.91,176.9,0.03
1164,Campaign_B,Social Media,Returning Customer,4363.67,41,1023,0,47.9,1341.96,0.31
1165,Campaign_A,Social Media,Returning Customer,1235.34,38,1027,0,57.02,1018.29,0.82
1166,Campaign_B,Social Media,New Customer,7171.21,52,932,0,14.74,252.89,0.04
1167,Campaign_A,Display Ads,Loyal Customer,2255.85,54,1013,0,89.51,799.21,0.35
1168,Campaign_B,Email,New Customer,1848.57,43,969,0,22.63,488.81,0.26
1169,Campaign_C,Display Ads,New Customer,3647.4,44,999,0,34.86,1065.85,0.29
1170,Campaign_C,Social Media,New Customer,6567.57,53,1038,0,38.57,941.19,0.14
1171,Campaign_D,Email,Loyal Customer,2416.57,45,1057,1,20.43,284.32,0.12
1172,Campaign_C,Email,New Customer,1918.25,40,1008,0,92.96,363.17,0.19
1173,Campaign_C,Social Media,New Customer,198.54,33,1010,1,97.3,1056.82,5.32
1174,Campaign_C,Social Media,Returning Customer,4769.27,39,981,0,87.87,1012.74,0.21
1175,Campaign_A,Display Ads,New Customer,4343.59,61,971,0,41.17,468.37,0.11
1176,Campaign_C,Social Media,Returning Customer,2415.29,53,975,0,14.97,717.36,0.3
1177,Campaign_C,Email,Returning Customer,631.16,48,991,0,26.46,700.79,1.11
1178,Campaign_D,Search Ads,Returning Customer,4349.63,44,1041,1,79.49,186.66,0.04
1179,Campaign_C,Social Media,Loyal Customer,7903.23,41,1004,0,35.74,931.59,0.12
1180,Campaign_C,Social Media,Returning Customer,7181.29,53,965,0,90.33,396.66,0.06
1181,Campaign_B,Display Ads,New Customer,8621.87,51,1009,0,85.16,689.84,0.08
1182,Campaign_D,Display Ads,New Customer,194.87,46,1045,0,31.33,107.64,0.55
1183,Campaign_D,Social Media,Returning Customer,9667.55,51,1003,0,72.41,921.06,0.1
1184,Campaign_D,Email,Returning Customer,3479.98,44,995,0,49.81,1259.4,0.36
1185,Campaign_D,Email,New Customer,9904.94,46,982,0,29.35,854.39,0.09
1186,Campaign_D,Search Ads,Returning Customer,2600.93,39,1012,0,63.11,895.21,0.34
1187,Campaign_D,Social Media,Loyal Customer,4768.21,48,1025,1,85.36,1009.96,0.21
1188,Campaign_A,Display Ads,Returning Customer,3603.88,48,1033,1,93.41,294.51,0.08
1189,Campaign_C,Email,Loyal Customer,3622.03,36,1014,0,15.29,103.19,0.03
1190,Campaign_D,Search Ads,Loyal Customer,8438.59,51,979,1,47.69,1281.0,0.15
1191,Campaign_C,Social Media,Loyal Customer,7489.55,45,987,1,64.4,1269.91,0.17
1192,Campaign_C,Email,Returning Customer,9922.3,37,1003,0,40.42,816.96,0.08
1193,Campaign_A,Social Media,Loyal Customer,6173.8,51,1001,0,38.59,295.61,0.05
1194,Campaign_D,Social Media,Loyal Customer,4686.24,45,991,0,79.47,1225.87,0.26
1195,Campaign_B,Email,Returning Customer,991.73,53,986,0,80.43,330.37,0.33
1196,Campaign_A,Email,Loyal Customer,9965.96,44,1065,0,75.6,1291.37,0.13
1197,Campaign_B,Email,Returning Customer,5560.15,51,980,0,90.87,635.65,0.11
1198,Campaign_C,Social Media,New Customer,7034.73,34,960,0,54.52,86.23,0.01
1199,Campaign_C,Social Media,Loyal Customer,4126.75,43,1061,0,80.9,1225.31,0.3
1200,Campaign_A,Search Ads,Returning Customer,5522.39,53,1026,0,11.01,840.94,0.15
1201,Campaign_A,Display Ads,New Customer,9431.52,52,969,0,98.87,477.54,0.05
1202,Campaign_B,Social Media,Loyal Customer,1747.55,47,994,0,92.73,679.4,0.39
1203,Campaign_D,Display Ads,Loyal Customer,2994.49,48,1108,0,85.72,1329.3,0.44
1204,Campaign_B,Email,Returning Customer,1605.39,56,969,1,62.9,304.73,0.19
1205,Campaign_A,Social Media,New Customer,7942.94,62,1047,1,58.97,155.68,0.02
1206,Campaign_B,Search Ads,Returning Customer,714.25,32,997,0,23.51,1177.19,1.65
1207,Campaign_A,Search Ads,Loyal Customer,908.15,48,971,0,14.86,932.53,1.03
1208,Campaign_B,Display Ads,Loyal Customer,3055.09,45,1006,0,33.03,1304.95,0.43
1209,Campaign_A,Email,Loyal Customer,5190.46,54,994,0,23.59,470.11,0.09
1210,Campaign_A,Display Ads,Loyal Customer,4122.12,54,993,0,60.47,841.88,0.2
1211,Campaign_A,Email,New Customer,543.68,54,1044,0,39.93,63.63,0.12
1212,Campaign_D,Search Ads,New Customer,9579.17,49,1011,0,44.91,1270.02,0.13
1213,Campaign_B,Display Ads,Returning Customer,9533.41,32,1048,0,12.38,286.78,0.03
1214,Campaign_B,Search Ads,Returning Customer,2865.63,41,1000,0,59.38,171.93,0.06
1215,Campaign_B,Search Ads,Returning Customer,7342.1,54,986,1,69.05,726.83,0.1
1216,Campaign_A,Email,Loyal Customer,5827.9,50,1018,0,40.1,1117.37,0.19
1217,Campaign_B,Display Ads,Returning Customer,2451.02,58,1031,0,21.81,314.65,0.13
1218,Campaign_B,Display Ads,New Customer,2695.5,44,1024,0,73.34,350.21,0.13
1219,Campaign_A,Search Ads,Returning Customer,4962.42,44,1036,1,21.61,473.39,0.1
1220,Campaign_C,Search Ads,Returning Customer,4250.45,51,1000,0,83.52,1216.64,0.29
1221,Campaign_A,Email,New Customer,2983.17,35,1038,0,59.14,1121.03,0.38
1222,Campaign_B,Social Media,New Customer,8094.36,56,1008,1,31.37,404.78,0.05
1223,Campaign_A,Social Media,Loyal Customer,4866.48,52,1009,0,90.89,382.7,0.08
1224,Campaign_C,Search Ads,New Customer,6583.0,58,1056,0,22.76,1359.66,0.21
1225,Campaign_A,Social Media,New Customer,1973.81,52,969,0,64.11,922.23,0.47
1226,Campaign_B,Social Media,Returning Customer,5381.73,43,1009,0,65.58,337.47,0.06
1227,Campaign_C,Social Media,New Customer,3247.96,45,986,0,13.36,210.57,0.06
1228,Campaign_D,Social Media,Loyal Customer,5311.49,50,1007,0,64.87,99.23,0.02
1229,Campaign_B,Search Ads,Returning Customer,7830.18,57,980,0,72.48,369.53,0.05
1230,Campaign_C,Social Media,Loyal Customer,7712.24,50,1030,0,91.91,1080.05,0.14
1231,Campaign_C,Social Media,New Customer,3606.78,50,970,0,73.8,557.48,0.15
1232,Campaign_D,Email,Loyal Customer,6973.34,49,960,0,53.6,1447.54,0.21
1233,Campaign_A,Search Ads,Loyal Customer,9418.77,57,986,0,86.8,486.39,0.05
1234,Campaign_A,Display Ads,New Customer,6294.13,51,1018,1,41.84,225.3,0.04
1235,Campaign_B,Display Ads,New Customer,1569.26,50,964,0,87.0,264.89,0.17
1236,Campaign_D,Email,Returning Customer,6829.12,59,1026,1,85.96,732.68,0.11
1237,Campaign_A,Email,Returning Customer,1138.55,52,1022,1,64.33,1406.19,1.24
1238,Campaign_D,Search Ads,Returning Customer,8733.89,59,1085,0,41.02,1350.42,0.15
1239,Campaign_A,Display Ads,New Customer,5214.94,43,974,0,63.21,274.97,0.05
1240,Campaign_C,Social Media,Loyal Customer,3912.89,64,945,0,91.53,1131.73,0.29
1241,Campaign_A,Email,Loyal Customer,664.37,53,1000,0,67.29,1128.57,1.7
1242,Campaign_D,Display Ads,Returning Customer,3869.76,46,996,0,85.6,247.95,0.06
1243,Campaign_C,Search Ads,Returning Customer,9041.75,49,1000,0,41.02,447.29,0.05
1244,Campaign_C,Social Media,New Customer,307.73,56,962,0,36.31,114.06,0.37
1245,Campaign_C,Search Ads,Loyal Customer,4799.02,54,1014,0,33.03,112.29,0.02
1246,Campaign_D,Email,Returning Customer,9318.47,46,986,0,54.21,663.16,0.07
1247,Campaign_B,Display Ads,New Customer,4008.93,60,1003,0,48.88,726.04,0.18
1248,Campaign_B,Display Ads,Returning Customer,4338.94,45,1027,0,86.88,49.12,0.01
1249,Campaign_B,Display Ads,New Customer,5827.74,43,1006,0,20.13,1449.34,0.25
1250,Campaign_D,Display Ads,Loyal Customer,4683.08,41,967,0,59.86,729.46,0.16
1251,Campaign_C,Social Media,New Customer,1769.16,44,1048,0,46.31,1181.76,0.67
1252,Campaign_B,Social Media,Returning Customer,283.7,49,1001,0,94.38,952.4,3.36
1253,Campaign_D,Search Ads,Returning Customer,6137.14,56,989,0,80.96,928.97,0.15
1254,Campaign_B,Social Media,Loyal Customer,9215.99,58,995,0,49.0,454.7,0.05
1255,Campaign_A,Email,Loyal Customer,1153.0,54,1052,0,67.66,1330.67,1.15
1256,Campaign_B,Email,Returning Customer,2188.43,61,996,1,77.1,449.61,0.21
1257,Campaign_B,Display Ads,Returning Customer,3765.27,47,998,0,16.4,1427.26,0.38
1258,Campaign_C,Email,Returning Customer,8106.55,40,989,0,70.63,59.12,0.01
1259,Campaign_D,Search Ads,Loyal Customer,2765.68,48,986,0,22.55,172.05,0.06
1260,Campaign_C,Social Media,Returning Customer,8832.34,51,1051,1,27.01,1089.85,0.12
1261,Campaign_C,Social Media,Loyal Customer,644.08,49,957,0,51.51,913.05,1.42
1262,Campaign_C,Social Media,Returning Customer,9415.47,67,959,0,98.15,1075.6,0.11
1263,Campaign_C,Email,New Customer,5651.4,36,995,0,95.69,962.42,0.17
1264,Campaign_C,Social Media,New Customer,6621.9,52,1015,0,91.2,790.81,0.12
1265,Campaign_B,Display Ads,Returning Customer,3740.13,46,1060,0,13.09,46.78,0.01
1266,Campaign_C,Display Ads,New Customer,7841.74,48,1019,0,86.76,1213.37,0.15
1267,Campaign_C,Display Ads,Loyal Customer,1749.01,38,1021,1,79.85,765.22,0.44
1268,Campaign_D,Email,New Customer,584.23,47,996,0,54.89,158.72,0.27
1269,Campaign_A,Social Media,New Customer,4015.62,41,985,0,39.29,288.73,0.07
1270,Campaign_B,Email,Loyal Customer,8551.59,56,974,0,78.0,993.0,0.12
1271,Campaign_B,Social Media,New Customer,7573.78,45,1000,0,19.63,115.52,0.02
1272,Campaign_B,Search Ads,New Customer,5219.84,47,990,1,68.54,1304.22,0.25
1273,Campaign_C,Search Ads,Returning Customer,5764.16,48,932,0,70.47,1186.1,0.21
1274,Campaign_C,Email,Loyal Customer,1385.94,53,1029,0,59.83,459.48,0.33
1275,Campaign_C,Display Ads,Loyal Customer,8422.75,50,980,0,89.0,1325.27,0.16
1276,Campaign_D,Email,Returning Customer,7890.9,53,1032,0,39.69,1327.76,0.17
1277,Campaign_A,Display Ads,Returning Customer,6599.06,47,1025,1,53.03,1256.76,0.19
1278,Campaign_C,Social Media,New Customer,4715.29,45,1021,0,78.28,461.48,0.1
1279,Campaign_A,Display Ads,New Customer,9648.15,47,1004,0,74.5,983.79,0.1
1280,Campaign_D,Display Ads,New Customer,8802.42,48,996,1,60.62,677.13,0.08
1281,Campaign_B,Social Media,Returning Customer,6479.86,37,1050,0,34.49,808.32,0.12
1282,Campaign_C,Search Ads,Loyal Customer,3780.83,51,910,0,36.48,614.53,0.16
1283,Campaign_A,Social Media,New Customer,6218.42,48,964,0,76.71,5.98,0.0
1284,Campaign_A,Email,Returning Customer,5796.87,45,1011,1,10.52,14.96,0.0
1285,Campaign_C,Email,Loyal Customer,4003.0,61,994,0,68.75,1159.27,0.29
1286,Campaign_B,Email,Returning Customer,3136.07,56,952,0,32.34,1419.58,0.45
1287,Campaign_B,Email,New Customer,4129.41,50,1007,0,70.57,344.41,0.08
1288,Campaign_B,Email,Returning Customer,5781.72,45,966,0,26.82,816.48,0.14
1289,Campaign_D,Search Ads,Returning Customer,4338.53,45,981,0,43.88,459.06,0.11
1290,Campaign_A,Search Ads,Returning Customer,2709.39,43,992,0,77.84,716.32,0.26
1291,Campaign_A,Display Ads,Returning Customer,7633.54,48,970,0,77.97,177.22,0.02
1292,Campaign_A,Email,Loyal Customer,5361.53,44,958,0,28.87,1088.11,0.2
1293,Campaign_D,Social Media,New Customer,769.98,36,977,0,43.87,774.38,1.01
1294,Campaign_A,Email,Loyal Customer,3746.33,50,979,0,55.23,463.09,0.12
1295,Campaign_D,Search Ads,Returning Customer,8860.64,48,1044,0,62.86,995.35,0.11
1296,Campaign_B,Email,Returning Customer,7576.84,48,1008,0,76.82,766.87,0.1
1297,Campaign_C,Search Ads,New Customer,3300.14,50,978,0,12.13,606.42,0.18
1298,Campaign_A,Display Ads,New Customer,9388.01,60,977,0,20.38,799.79,0.09
1299,Campaign_A,Display Ads,Loyal Customer,858.37,47,969,0,24.2,1430.52,1.67
1300,Campaign_B,Display Ads,Loyal Customer,9616.22,40,1020,0,27.16,103.92,0.01
1301,Campaign_C,Search Ads,New Customer,2532.48,57,939,0,12.72,1385.97,0.55
1302,Campaign_D,Email,Loyal Customer,190.03,45,977,1,92.84,189.5,1.0
1303,Campaign_C,Email,Returning Customer,4394.7,50,978,0,24.6,309.56,0.07
1304,Campaign_B,Social Media,Returning Customer,3653.81,62,992,0,16.63,1468.77,0.4
1305,Campaign_B,Search Ads,New Customer,5436.98,45,885,0,52.46,1215.07,0.22
1306,Campaign_C,Social Media,Loyal Customer,7988.05,45,1030,0,94.71,527.57,0.07
1307,Campaign_D,Display Ads,Returning Customer,8440.06,43,987,0,96.79,607.08,0.07
1308,Campaign_D,Email,New Customer,4072.18,58,994,0,70.88,448.67,0.11
1309,Campaign_A,Search Ads,Loyal Customer,4355.47,40,1012,0,26.05,337.76,0.08
1310,Campaign_D,Social Media,Returning Customer,1566.96,51,1096,0,10.34,91.32,0.06
1311,Campaign_C,Social Media,Loyal Customer,570.72,52,979,0,40.15,50.5,0.09
1312,Campaign_B,Social Media,Loyal Customer,6448.03,50,968,0,21.29,752.4,0.12
1313,Campaign_A,Email,Loyal Customer,737.93,62,1040,0,77.96,795.16,1.08
