date,department,region,employees,operational_cost,marketing_spend,customer_satisfaction,new_customers,customer_retention_rate,sales_volume,revenue
2022-05-01,Marketing,East,97,46467.85,18280.38,4.24,35,0.68,241947.63,248346.02
2021-09-01,Marketing,Central,75,39730.17,27276.02,3.89,60,0.9,169553.44,181794.54
2021-01-01,Customer Support,West,17,62865.83,30829.15,3.18,43,0.91,226276.37,233426.91
2021-02-01,Finance,Central,57,53290.43,20859.99,3.91,64,0.63,136964.51,143276.0
2023-05-01,Marketing,South,91,35814.08,13475.39,4.58,57,0.78,181745.72,192129.02
2023-09-01,Operations,East,67,71263.22,42759.43,3.16,44,0.64,192110.59,164381.89
2021-10-01,Marketing,North,61,70983.4,14570.73,4.21,43,0.79,201856.71,179730.97
2022-09-01,Operations,Central,29,30040.18,45616.81,3.82,59,0.9,136478.66,144989.93
2023-04-01,Customer Support,West,17,40915.7,41298.56,4.31,55,0.82,220859.91,213858.55
2021-11-01,Finance,Central,41,62515.83,33087.8,4.64,40,0.62,111289.34,109804.27
2023-10-01,Operations,West,34,63932.33,34513.57,4.08,54,0.6,136924.69,121920.9
2021-08-01,Operations,Central,94,71056.39,37469.2,3.61,50,0.63,161047.27,156527.5
2022-10-01,Marketing,North,16,87079.88,25835.41,3.18,54,0.92,246557.25,222399.41
2021-08-01,Operations,North,69,56270.38,26282.74,3.58,37,0.94,222845.02,213362.62
2022-03-01,Customer Support,East,22,69149.86,28065.84,3.73,46,0.77,148440.58,133811.52
2022-05-01,Customer Support,North,89,90064.4,33453.46,4.28,41,0.72,211338.97,196158.4
2022-11-01,Customer Support,Central,66,49781.22,23319.01,3.78,46,0.72,250601.82,270853.49
2022-12-01,Marketing,Central,28,38238.37,24923.91,3.81,67,0.75,299088.98,309432.06
2022-07-01,Finance,North,64,53823.55,50024.66,3.58,62,0.74,228648.89,239246.94
2021-05-01,Marketing,South,21,73898.44,33106.02,3.73,42,0.87,229050.95,218034.0
2023-08-01,Customer Support,Central,64,77197.71,18376.67,3.53,47,0.78,145983.5,122816.39
2021-01-01,Marketing,East,13,52198.48,38569.18,4.47,57,0.63,213723.58,218775.33
2022-11-01,Customer Support,South,56,47523.26,27173.43,4.97,43,0.63,205116.14,221340.93
2021-08-01,Sales,North,96,30885.05,23965.1,4.47,51,0.64,176851.01,170290.63
2022-01-01,Sales,West,19,51197.45,54415.83,3.15,50,0.74,126454.36,122935.11
2021-08-01,Operations,Central,81,32322.11,30745.85,4.27,56,0.69,152858.81,151203.57
2022-11-01,Finance,West,32,35419.6,21973.85,4.41,49,0.73,162379.38,163730.03
2021-01-01,Sales,East,85,53543.35,24188.91,4.56,52,0.63,251004.24,225982.46
2022-12-01,Customer Support,South,13,30838.11,31485.46,4.53,59,0.92,177851.33,187992.88
2023-11-01,Marketing,West,60,55330.2,31417.6,4.02,55,0.89,169851.69,177307.46
2022-12-01,Marketing,East,89,64234.34,34669.13,3.52,56,0.8,117367.8,100091.37
2022-05-01,Operations,West,98,34204.76,12908.58,3.24,54,0.8,212563.04,215102.16
2021-05-01,Marketing,West,79,41164.74,18841.79,3.02,45,0.78,246482.87,256827.8
2022-08-01,Sales,East,98,28302.19,28124.67,3.0,40,0.68,106504.11,115318.98
2022-09-01,Marketing,Central,40,58904.61,24675.47,4.87,45,0.83,177647.51,166589.59
2023-07-01,Sales,West,60,27684.79,19228.43,4.22,49,0.63,209985.59,204943.31
2023-12-01,Sales,East,93,60493.67,33696.6,4.15,37,0.8,280995.38,294537.57
2021-11-01,Finance,West,75,54347.12,34564.97,3.75,43,0.75,166570.4,167029.97
2022-03-01,Operations,Central,24,82382.62,47202.5,4.6,53,0.62,257533.6,269704.51
2022-07-01,Customer Support,East,59,75080.67,37046.45,3.44,54,0.75,161529.92,151070.25
2021-07-01,Sales,West,64,32192.87,34807.46,4.48,64,0.81,260402.33,267639.08
2023-04-01,Operations,North,39,77376.21,28263.93,3.73,46,0.63,163299.44,139521.08
2021-05-01,Customer Support,Central,78,41979.44,57146.03,4.42,37,0.7,200276.95,213070.4
2021-05-01,Marketing,West,5,37897.39,26652.4,4.41,50,0.67,230416.65,223361.29
2023-06-01,Operations,South,82,42382.06,26568.82,3.63,43,0.61,82736.76,80600.18
2023-08-01,Operations,East,49,45678.76,39686.28,4.87,61,0.63,69806.05,68808.29
2021-08-01,Operations,West,73,82387.16,13985.11,4.02,50,0.67,243399.32,232274.35
2021-10-01,Marketing,Central,44,7772.26,29205.0,3.52,54,0.81,254964.6,274235.67
2023-08-01,Marketing,Central,42,77783.7,31019.85,4.35,63,0.93,267945.34,264299.22
2023-04-01,Operations,South,28,62442.48,25960.96,4.5,56,0.83,237587.42,219732.33
2022-05-01,Finance,South,8,52517.12,40491.4,4.9,51,0.94,224964.74,213423.71
2023-07-01,Sales,West,95,41017.66,34931.23,3.15,54,0.94,189461.19,203526.84
2021-08-01,Marketing,North,73,48611.09,32957.65,4.08,62,0.78,191709.87,201977.33
2023-01-01,Finance,Central,17,62769.54,30671.62,3.98,61,0.68,212543.7,226850.77
2021-09-01,Marketing,North,25,64429.77,26417.31,3.62,59,0.92,101112.61,90029.59
2021-02-01,Operations,North,36,37528.88,9230.19,4.54,41,0.79,207617.2,205417.32
2022-03-01,Finance,West,42,61602.34,35423.57,3.39,57,0.65,208306.51,183710.07
2021-03-01,Customer Support,East,99,41178.2,39590.67,3.66,53,0.73,206033.9,201240.64
2023-12-01,Sales,East,36,47358.51,29930.34,4.53,49,0.72,101527.22,93113.37
2021-04-01,Sales,East,83,69687.85,15049.04,3.95,52,0.73,219190.73,209223.26
2022-02-01,Marketing,South,61,61904.3,25054.11,3.27,38,0.63,152880.99,139140.33
2023-01-01,Sales,Central,52,25718.86,25239.73,4.79,49,0.76,219163.72,201289.52
2021-10-01,Customer Support,South,34,52024.14,25410.06,4.46,35,0.78,281106.21,263057.33
2022-09-01,Finance,Central,75,56290.56,35005.92,4.13,50,0.91,202774.73,198153.88
2023-12-01,Finance,Central,42,52231.23,16908.43,4.22,55,0.62,166542.51,150338.61
2021-12-01,Operations,Central,99,12245.14,28063.97,4.25,50,0.88,126555.09,133716.17
2023-03-01,Finance,West,48,29680.53,28406.15,4.0,57,0.82,216609.2,225819.22
2021-02-01,Marketing,East,30,23398.24,45119.58,4.49,48,0.94,205576.51,200904.63
2022-01-01,Customer Support,South,94,40487.99,33962.56,4.43,51,0.89,183888.14,196967.62
2023-08-01,Operations,South,6,52068.19,25597.72,3.01,47,0.76,178544.1,158455.65
2023-07-01,Marketing,West,47,42167.7,43892.55,3.22,37,0.87,191413.22,190335.4
2022-04-01,Marketing,Central,47,40685.31,17936.05,3.05,50,0.92,172631.55,178882.7
2023-08-01,Marketing,East,67,23883.95,23282.66,3.34,52,0.77,156244.53,166604.95
2023-08-01,Sales,North,77,31267.91,11815.5,3.14,45,0.69,168201.89,166769.2
2023-10-01,Marketing,North,62,35667.05,45819.65,3.39,49,0.74,238551.68,224052.38
2021-11-01,Sales,West,52,63224.97,32141.67,4.08,47,0.75,134838.19,140235.46
2021-10-01,Finance,East,9,56466.92,27893.24,4.34,57,0.81,223419.27,238466.22
2022-03-01,Sales,North,95,61759.26,42392.33,4.84,63,0.75,210327.72,225295.88
2022-05-01,Marketing,North,80,56929.11,24201.35,4.48,56,0.81,190445.51,195262.27
2022-06-01,Customer Support,South,39,62334.57,25530.52,3.06,40,0.61,193062.64,195981.03
2021-09-01,Customer Support,East,97,29510.67,40933.36,3.94,53,0.73,199448.04,215848.33
2023-01-01,Finance,North,20,70042.97,24230.43,4.35,57,0.83,164711.23,156457.5
2022-02-01,Marketing,South,87,65720.68,25139.38,3.63,48,0.64,137336.37,120840.8
2023-01-01,Sales,East,53,44391.94,30669.88,3.74,44,0.68,235121.91,234122.54
2022-10-01,Customer Support,Central,64,64549.71,33406.72,4.61,50,0.86,148042.74,140722.84
2023-06-01,Operations,East,55,68237.38,37364.53,3.09,50,0.83,227543.49,230998.04
2022-08-01,Marketing,West,95,49205.21,27870.6,4.08,52,0.72,233717.11,241550.44
2022-09-01,Marketing,South,86,58058.23,13248.16,4.61,54,0.95,143011.36,133672.14
2023-08-01,Operations,Central,63,42212.82,33537.79,4.59,50,0.71,241247.56,219857.58
2022-09-01,Customer Support,South,68,69799.09,32035.92,3.24,42,0.69,96996.61,88714.78
2023-11-01,Operations,South,17,43218.32,31763.3,4.69,35,0.72,251868.37,257155.13
2023-08-01,Finance,North,98,54707.49,22442.23,3.15,44,0.86,175269.69,169896.05
2023-06-01,Sales,East,30,49354.52,11225.66,4.85,62,0.63,239330.42,247397.76
2021-12-01,Sales,South,74,41262.09,29682.3,3.43,50,0.7,217974.63,226164.13
2022-06-01,Customer Support,South,7,24429.36,20523.85,3.23,45,0.81,229256.91,227478.73
2022-09-01,Operations,West,91,63292.55,35570.17,3.15,43,0.9,140019.31,131324.5
2022-01-01,Marketing,West,16,49468.26,37485.09,3.69,43,0.75,321663.37,324685.1
2022-09-01,Marketing,West,45,77475.92,14599.91,3.7,44,0.73,243341.02,240145.34
2021-08-01,Marketing,South,83,68250.81,22985.33,4.05,47,0.72,252306.01,244365.95
2021-07-01,Finance,Central,69,68036.3,47046.92,4.47,44,0.62,249943.5,228176.68
2022-11-01,Finance,East,67,61001.01,25554.67,4.02,66,0.93,218502.15,222299.95
2023-08-01,Marketing,South,54,61313.59,31971.58,4.96,57,0.62,213919.78,204330.88
2021-11-01,Customer Support,North,51,52346.46,38788.28,3.42,52,0.8,242011.0,234264.03
2022-10-01,Finance,Central,12,62367.74,32228.84,3.42,48,0.88,190437.31,183918.05
2022-10-01,Finance,Central,35,43281.29,40895.42,4.41,53,0.9,162441.28,158362.55
2023-01-01,Sales,East,15,13370.83,39359.34,3.63,57,0.66,248423.17,259183.96
2022-10-01,Sales,Central,21,60615.89,43305.95,3.34,63,0.61,180565.61,174266.5
2023-04-01,Customer Support,East,31,60952.09,31735.57,4.58,40,0.87,178143.71,164193.41
2023-05-01,Finance,Central,99,30176.17,25974.88,3.45,62,0.62,79271.58,87543.61
2022-01-01,Finance,East,31,57705.84,16834.78,4.5,48,0.75,230712.43,249245.87
2022-06-01,Operations,West,82,57473.61,34199.39,3.41,46,0.72,195208.18,171625.67
2021-02-01,Customer Support,West,91,66185.75,42457.1,4.88,57,0.65,225955.54,226953.8
2023-05-01,Customer Support,Central,60,48414.66,22594.55,3.59,46,0.79,202028.93,213901.78
2022-09-01,Operations,Central,73,27169.66,23706.71,4.5,48,0.65,245549.53,269210.21
2022-03-01,Operations,East,98,42740.27,26404.16,4.68,42,0.83,213549.6,224583.05
2023-03-01,Sales,East,51,42686.14,20976.29,3.25,51,0.88,243504.64,260333.98
2023-07-01,Customer Support,South,23,48241.01,31493.29,3.14,55,0.68,234218.59,223335.32
2022-03-01,Customer Support,West,61,51831.75,24960.27,4.2,54,0.86,215732.66,226748.38
2022-11-01,Operations,South,35,46440.38,18093.63,4.24,49,0.83,176924.24,178902.05
2022-12-01,Marketing,South,20,55940.98,21709.73,4.25,48,0.69,260020.77,251843.14
2022-01-01,Marketing,North,49,33527.42,44415.78,3.91,50,0.67,162976.12,170791.8
2022-10-01,Sales,East,31,55397.61,31127.56,4.87,46,0.91,176660.31,162066.65
2023-09-01,Marketing,North,65,38615.83,44496.97,4.38,52,0.67,171710.95,184496.46
2021-03-01,Marketing,North,30,46978.44,24589.59,3.15,61,0.63,267318.88,262688.9
2022-07-01,Marketing,South,33,22567.11,15518.52,4.57,58,0.71,147901.82,162527.93
2022-11-01,Finance,North,48,64155.55,27267.44,3.55,56,0.92,195372.61,179024.15
2023-05-01,Sales,East,33,45408.18,46442.72,4.45,61,0.81,183747.12,195037.13
2023-06-01,Operations,South,99,55082.01,6756.42,3.12,40,0.85,158333.88,155183.55
2023-01-01,Marketing,East,6,37682.44,12573.38,4.53,50,0.68,149949.97,143874.48
2021-08-01,Finance,Central,10,41603.26,27033.17,4.09,51,0.77,245988.19,249143.52
2022-04-01,Marketing,North,13,35509.2,40562.95,4.44,46,0.88,234604.82,212496.62
2021-08-01,Finance,South,19,52382.06,19583.94,3.99,60,0.73,194013.84,186133.92
2021-01-01,Sales,West,88,58628.88,31713.09,4.6,43,0.85,188306.87,183422.96
2021-05-01,Marketing,East,62,34982.33,29418.91,4.89,53,0.8,173636.57,174807.02
2021-03-01,Finance,North,6,52098.81,41950.13,4.48,53,0.72,132899.08,131096.7
2021-01-01,Customer Support,East,7,46326.66,53144.32,4.49,40,0.74,223290.52,196802.03
2021-04-01,Customer Support,East,56,52911.82,22128.0,3.43,57,0.86,159097.53,163911.58
2023-11-01,Finance,Central,59,36523.27,26437.78,3.71,36,0.86,93406.44,83169.55
2023-08-01,Marketing,East,57,56975.31,29327.84,3.25,43,0.91,145452.45,151500.75
2023-10-01,Marketing,Central,98,45817.31,21811.39,4.06,40,0.79,233677.06,232632.59
2023-01-01,Sales,Central,76,47923.68,47717.29,3.89,50,0.76,220222.51,235913.95
2021-10-01,Sales,Central,44,85107.93,18843.96,3.59,47,0.87,193449.84,170521.85
2022-09-01,Operations,North,89,23570.66,42565.94,3.14,57,0.74,245439.76,258856.21
2023-03-01,Sales,East,43,58103.75,25719.13,4.86,50,0.81,154845.16,153080.73
2023-03-01,Marketing,East,47,56528.68,29383.51,4.21,61,0.87,218834.1,229594.97
2021-02-01,Operations,Central,17,59458.11,31216.92,3.65,48,0.92,240785.5,212627.06
2022-01-01,Sales,East,41,58785.54,25185.27,3.7,59,0.91,140275.42,131818.92
2021-09-01,Finance,East,59,52899.05,37787.39,3.79,41,0.83,158471.84,157051.6
2023-12-01,Customer Support,Central,36,56125.78,34280.53,4.62,43,0.61,304144.62,285501.7
2022-10-01,Sales,West,18,90286.72,45316.17,3.42,54,0.86,162608.99,162138.98
2023-02-01,Sales,West,69,47415.23,36382.23,4.71,47,0.72,191509.52,198226.91
2021-12-01,Finance,Central,31,47259.75,18014.43,3.62,50,0.89,190761.39,183237.01
2022-05-01,Marketing,North,28,33994.84,28474.3,4.74,50,0.61,204895.99,190645.47
2022-02-01,Finance,East,26,37625.65,45811.74,4.79,56,0.64,175557.86,179824.21
2022-02-01,Sales,East,82,53353.88,24304.66,4.39,51,0.84,166671.77,170376.77
2023-10-01,Marketing,West,49,55534.71,44858.05,4.79,48,0.69,329798.35,308849.17
2022-08-01,Operations,Central,12,48309.58,37218.37,4.49,50,0.71,170663.35,152735.85
2021-11-01,Sales,North,95,59786.66,38035.42,3.29,56,0.74,215120.72,192466.5
2022-04-01,Finance,Central,71,43987.22,8617.7,4.91,45,0.67,174045.93,186949.17
2023-07-01,Operations,West,68,87278.9,34206.53,3.38,46,0.9,204319.73,186443.24
2021-06-01,Customer Support,West,51,52290.28,50790.28,3.99,50,0.63,263231.03,272446.75
2022-07-01,Operations,East,25,60108.29,21291.3,3.77,45,0.66,180418.72,170902.03
2021-04-01,Finance,South,36,52422.97,45909.88,3.7,47,0.73,154284.49,155783.74
2021-04-01,Operations,North,49,40965.96,31846.21,4.57,41,0.73,203541.18,214680.66
2022-08-01,Finance,North,48,42392.56,21955.02,3.58,64,0.62,332761.25,320642.44
2021-10-01,Sales,South,45,32798.8,27146.28,4.08,59,0.72,76914.35,85244.44
2022-12-01,Marketing,West,56,24164.29,12921.39,3.67,54,0.87,283600.5,268164.53
2023-11-01,Customer Support,Central,92,64247.05,30396.53,4.79,46,0.91,139961.59,135219.1
2023-02-01,Marketing,North,15,40861.33,34120.5,3.31,52,0.64,158514.27,160686.01
2022-09-01,Marketing,South,89,49036.44,53648.53,3.35,44,0.83,202004.4,180599.07
2022-09-01,Marketing,East,22,72991.37,33861.63,3.22,53,0.92,205482.63,176847.57
2021-10-01,Finance,East,15,67534.0,44308.97,4.52,58,0.7,271694.94,243372.75
2021-04-01,Finance,West,31,52249.07,20010.75,3.32,50,0.91,118699.2,106147.52
2022-08-01,Customer Support,North,47,46839.89,28180.53,4.07,39,0.65,253680.1,256439.85
2022-05-01,Finance,Central,69,47698.94,33182.7,4.53,52,0.9,212617.49,229516.3
2021-07-01,Finance,North,58,83037.5,21386.04,3.23,46,0.75,227923.37,216792.27
2021-04-01,Finance,East,33,52585.86,27824.7,4.86,57,0.89,197500.82,206376.52
2023-05-01,Finance,North,25,94878.6,39719.89,3.57,51,0.67,88158.32,66920.71
2022-02-01,Sales,East,33,30490.61,54322.39,4.58,46,0.62,249963.48,240236.67
2021-03-01,Customer Support,South,13,50704.26,38210.14,4.59,57,0.81,130061.91,117468.02
2022-12-01,Finance,South,65,67486.51,22923.76,3.7,46,0.69,172532.23,171485.4
2022-04-01,Customer Support,East,66,66201.49,29635.25,4.1,58,0.88,253977.31,270981.57
2021-04-01,Operations,Central,75,59473.92,19519.06,4.26,41,0.89,130958.39,120958.59
2022-12-01,Sales,Central,99,40845.31,32574.46,3.83,49,0.85,173049.03,163699.24
2023-10-01,Finance,North,95,30304.53,44880.99,3.72,60,0.77,276070.74,271770.24
2023-06-01,Sales,East,9,47317.83,33015.57,4.7,44,0.92,195461.54,176354.24
2022-06-01,Sales,West,19,65648.84,29904.73,3.4,45,0.8,206649.83,209198.78
2022-07-01,Operations,Central,61,75500.34,29322.27,4.59,47,0.66,178494.71,184554.65
2023-07-01,Customer Support,Central,9,51662.69,31935.82,3.41,41,0.8,175103.51,154729.08
2022-07-01,Sales,South,24,48528.23,46666.95,4.4,49,0.8,241794.83,229937.95
2022-07-01,Marketing,Central,85,53131.64,37703.12,3.58,55,0.82,164966.4,171914.33
2022-10-01,Operations,Central,8,53301.99,19679.65,4.85,50,0.63,204075.13,187182.63
2022-12-01,Marketing,Central,60,67799.41,24068.84,4.21,46,0.84,279272.16,282585.02
2021-12-01,Operations,East,89,44474.56,42230.02,4.07,46,0.74,179005.91,163611.16
2023-06-01,Marketing,East,38,48225.8,34078.01,3.59,63,0.81,140298.95,143548.6
2023-07-01,Marketing,South,44,56930.13,11696.12,4.02,70,0.92,255713.8,262059.37
2023-12-01,Sales,North,73,40516.52,40555.81,3.13,33,0.72,256852.22,274422.65
2022-07-01,Sales,Central,72,36209.38,25771.32,3.29,49,0.79,135424.57,135310.72
2023-12-01,Operations,North,26,71053.66,22965.79,3.59,48,0.87,251577.61,241257.14
2023-06-01,Customer Support,East,18,49640.3,40434.72,4.9,45,0.64,247980.68,244266.02
2023-09-01,Sales,Central,72,63359.82,39813.75,3.94,40,0.72,73822.92,66583.02
2022-06-01,Sales,North,12,60354.17,28916.01,3.8,52,0.65,205692.39,218816.68
2023-04-01,Finance,North,71,29369.63,34375.13,4.55,51,0.89,216332.87,197588.75
2021-11-01,Sales,West,50,40212.53,23931.63,4.39,56,0.87,218180.24,221453.05
2023-09-01,Customer Support,East,33,50956.92,22595.56,4.33,54,0.71,289796.24,287558.53
2022-05-01,Finance,South,94,46391.23,26435.26,4.21,44,0.61,249067.89,269086.36
2021-06-01,Marketing,South,98,53671.92,26509.31,3.26,50,0.74,229633.21,237573.49
2021-04-01,Marketing,West,16,52783.97,24023.55,3.78,59,0.61,193122.12,204277.4
2022-08-01,Finance,North,83,61784.13,38809.44,4.8,58,0.7,317268.73,284723.93
2023-03-01,Finance,West,56,49345.22,31038.4,4.92,52,0.67,223000.42,236014.69
2022-03-01,Finance,West,62,51041.73,20392.52,3.87,62,0.68,214145.13,222900.28
2021-06-01,Operations,East,6,28439.06,23707.12,3.0,44,0.84,129189.05,128544.57
2022-02-01,Customer Support,Central,5,40983.11,17794.62,4.0,45,0.85,182054.78,173974.53
2021-11-01,Customer Support,North,59,41725.81,29241.28,3.45,40,0.85,186994.23,177696.46
2021-09-01,Marketing,South,96,43339.37,44471.81,3.38,51,0.89,260516.56,263744.02
2023-02-01,Marketing,South,38,44434.19,32959.03,3.57,47,0.88,202630.08,182387.82
2022-04-01,Marketing,West,68,58999.55,31029.03,3.25,49,0.82,171015.95,155470.69
2021-05-01,Sales,West,72,76581.1,15222.69,3.09,46,0.68,216544.06,214412.69
2021-10-01,Marketing,West,86,29752.7,43687.5,3.89,51,0.72,272355.6,259923.57
2021-03-01,Finance,North,16,46996.16,30460.92,3.53,50,0.74,278295.69,290510.8
2022-01-01,Marketing,West,54,37009.25,31036.54,3.51,50,0.85,216100.63,224314.33
2023-06-01,Finance,West,25,29924.05,18516.45,3.44,44,0.79,168819.78,168946.65
2021-06-01,Operations,Central,14,42082.42,28793.66,3.99,62,0.86,164412.58,172820.87
2022-05-01,Sales,North,89,34211.39,20848.61,4.47,49,0.66,192879.5,180227.28
2022-07-01,Sales,East,93,53488.97,23223.84,4.31,63,0.68,187268.03,196626.19
2023-11-01,Customer Support,East,85,47560.75,12978.27,4.95,48,0.62,183895.06,171893.65
2023-02-01,Operations,Central,74,45523.07,10556.29,4.83,46,0.8,237755.98,245959.78
2021-05-01,Finance,South,18,54617.75,51587.49,3.83,51,0.94,236792.07,238886.58
2023-05-01,Operations,East,44,28523.38,32000.68,4.63,43,0.79,201335.43,205778.11
2022-08-01,Sales,North,86,34807.54,41452.09,3.37,42,0.68,156701.61,154562.68
2022-09-01,Finance,South,34,55326.27,27121.88,3.42,38,0.82,255436.34,268381.1
2021-10-01,Operations,West,77,34647.29,28227.53,4.4,54,0.84,257607.71,266294.74
2021-05-01,Sales,North,18,19373.89,19417.6,3.43,50,0.8,159839.82,157756.33
2023-12-01,Finance,South,56,74035.61,36092.08,3.9,51,0.73,290691.49,297875.93
2021-06-01,Finance,East,21,55132.43,37465.82,3.64,50,0.89,238212.67,218480.69
2023-02-01,Sales,West,66,65241.41,35236.51,3.47,53,0.77,191721.31,177953.51
2021-04-01,Finance,West,26,39119.97,30025.74,3.31,52,0.95,187636.55,195807.65
2023-11-01,Sales,North,57,29262.02,32985.17,4.22,53,0.69,208948.16,228928.31
2021-01-01,Marketing,West,36,54316.14,25669.12,3.11,41,0.68,245695.45,259653.34
2022-12-01,Marketing,South,80,33474.69,40387.06,4.41,59,0.63,304794.71,292581.67
2023-12-01,Finance,Central,59,65289.02,16361.64,4.79,65,0.74,200160.4,210690.83
2021-06-01,Finance,East,84,53577.88,22030.61,3.69,49,0.69,204391.07,201884.06
2023-07-01,Sales,North,26,52926.56,27767.49,3.83,41,0.89,269580.48,260919.53
2022-08-01,Finance,Central,42,53090.5,17382.05,4.18,56,0.78,242196.09,240208.0
2022-12-01,Customer Support,Central,54,80506.39,14658.54,4.33,50,0.62,241615.33,243147.98
2023-01-01,Marketing,North,70,59823.45,27800.84,4.09,53,0.73,268157.18,261268.79
2023-12-01,Finance,South,49,46961.34,25637.76,4.38,46,0.84,235101.39,211576.54
2022-09-01,Finance,East,12,52050.57,28402.82,4.62,50,0.77,243032.89,217290.35
2023-06-01,Operations,North,69,36951.47,30130.23,4.98,46,0.72,155640.72,154092.86
2022-12-01,Finance,Central,44,42137.12,36058.59,3.79,52,0.65,184562.16,179394.54
2023-06-01,Customer Support,Central,9,68771.4,30994.47,4.17,56,0.83,211877.17,217691.14
2022-10-01,Marketing,North,49,50637.5,47431.95,3.75,43,0.66,129643.08,115636.23
2023-04-01,Operations,Central,50,61440.99,31951.4,3.48,43,0.9,167780.78,162900.1
2021-07-01,Sales,North,40,36657.1,45466.62,5.0,50,0.95,232356.7,236215.08
2023-11-01,Sales,North,21,62697.17,40500.46,3.03,43,0.79,132512.6,114730.45
2023-04-01,Marketing,East,45,47033.38,41451.84,3.13,61,0.64,274580.88,252693.47
2022-02-01,Sales,North,34,53409.78,14490.9,4.17,43,0.84,172835.65,177087.81
2021-10-01,Customer Support,Central,56,50907.19,31932.09,4.42,50,0.65,207638.47,192383.34
2022-04-01,Finance,West,83,52731.94,33778.3,4.46,48,0.92,193501.79,178983.62
2022-04-01,Marketing,East,24,48361.13,27091.34,4.41,48,0.81,207282.29,193737.53
2023-07-01,Operations,Central,40,69263.61,31586.31,4.58,53,0.88,179549.38,178942.02
2023-01-01,Finance,Central,70,27423.3,19843.14,4.49,51,0.82,263685.64,274348.17
2022-01-01,Sales,East,49,58001.99,44368.01,4.09,47,0.78,221108.55,234046.16
2021-06-01,Sales,East,8,39974.09,30122.06,3.94,52,0.78,130373.38,127703.35
2021-09-01,Operations,Central,54,35656.27,34073.56,4.44,55,0.86,245984.34,231362.17
2023-12-01,Customer Support,West,92,82073.46,22070.14,4.46,53,0.92,194386.48,182616.64
2022-08-01,Operations,South,59,35735.51,45713.58,3.67,51,0.68,254177.06,252381.68
2022-06-01,Marketing,Central,63,22741.13,38267.04,3.01,53,0.64,224389.53,210653.25
2022-09-01,Operations,East,46,64338.05,40451.67,3.63,52,0.62,198419.25,200981.49
2021-04-01,Sales,North,6,42600.13,50256.81,4.07,39,0.9,170625.21,151277.94
2023-09-01,Customer Support,North,50,69119.07,27882.04,4.05,44,0.64,153921.66,131167.5
2023-03-01,Customer Support,East,6,16229.7,35965.41,3.76,41,0.82,176355.52,165609.19
2021-07-01,Operations,East,54,77805.63,35225.06,4.86,42,0.71,167833.96,142177.0
2021-06-01,Marketing,South,5,64151.51,24422.85,3.95,52,0.8,110649.09,96010.51
2022-03-01,Sales,East,17,46879.82,33851.37,3.28,36,0.63,182588.15,161356.95
2022-06-01,Finance,North,74,24010.5,22064.46,3.39,60,0.8,200576.87,210627.17
2023-08-01,Customer Support,West,26,30027.16,29745.5,3.19,55,0.91,232823.04,243061.63
2021-11-01,Operations,East,21,39630.29,13836.94,3.54,46,0.69,229281.54,220174.67
2022-08-01,Marketing,South,63,60704.19,22139.31,3.61,51,0.71,161083.92,145716.97
2022-12-01,Marketing,West,90,37070.42,11690.74,3.67,49,0.68,271573.99,286113.57
2022-03-01,Sales,South,74,19247.45,45157.44,4.67,52,0.65,230702.6,216445.48
2021-07-01,Customer Support,West,7,53418.18,36650.02,4.53,53,0.63,195657.32,186845.0
2022-09-01,Sales,East,74,64944.43,25316.22,3.99,52,0.83,247157.58,244298.05
2023-02-01,Finance,North,85,82955.99,22474.62,3.89,49,0.72,195967.01,187945.12
2022-02-01,Finance,West,53,34614.73,41525.56,3.76,40,0.76,285434.75,278048.0
2022-09-01,Finance,Central,54,36198.32,47787.4,3.03,51,0.71,266836.93,265799.81
2022-06-01,Marketing,South,39,5091.41,37880.66,4.84,56,0.86,168295.96,179537.88
2021-05-01,Customer Support,West,27,26788.05,43283.9,3.58,50,0.84,245168.65,231539.0
2021-03-01,Sales,South,76,34005.64,29906.5,4.68,60,0.83,155586.3,153086.52
2022-11-01,Sales,North,11,36599.84,9218.63,4.48,43,0.87,203221.57,211366.26
2023-02-01,Finance,South,54,41993.71,28948.54,3.23,63,0.8,239049.6,219434.85
2022-12-01,Customer Support,South,14,58876.73,31288.72,3.63,56,0.63,206510.27,194395.71
2022-07-01,Customer Support,Central,94,57672.43,40633.32,3.97,53,0.75,204809.12,179300.88
2023-01-01,Operations,South,59,42293.35,26164.76,3.52,49,0.71,262790.18,244897.24
2022-09-01,Customer Support,West,78,50228.38,18465.41,3.8,45,0.72,271815.72,263279.42
2021-12-01,Customer Support,South,23,29633.53,12153.61,3.56,46,0.67,237764.37,227727.16
2023-09-01,Sales,East,27,41517.51,36600.09,4.27,50,0.66,138413.66,143633.17
2021-04-01,Customer Support,South,99,30619.77,27013.59,3.72,62,0.76,145494.62,143977.93
2021-07-01,Customer Support,East,68,38902.68,18915.97,3.69,57,0.94,178328.24,171614.3
2022-10-01,Sales,South,37,77835.26,36216.86,3.54,60,0.61,222885.92,233032.55
2023-09-01,Customer Support,South,70,52179.82,37948.41,4.6,52,0.7,225212.12,226869.72
2022-05-01,Sales,West,96,41086.38,27990.61,4.29,56,0.94,127986.08,132224.91
2022-12-01,Operations,East,13,57167.76,40059.18,4.44,47,0.72,150221.44,154953.35
2023-10-01,Marketing,East,33,44077.24,36513.53,3.79,42,0.83,186150.68,174435.82
