date,price,demand,competitor_price,economic_index,promotion,day_of_week,month,year,quarter,week_of_year,demand_moving_avg,price_change,demand_lag_1
2017-08-15,22.10058256,378.4251678,21.69955745,0.985403106,0,1,8,2017,3,33,374.2240199,0.000924885,354.4446159
2017-08-16,22.12003523,379.8829617,21.21303586,1.179285824,0,2,8,2017,3,33,373.6594626,0.000880188,378.4251678
2017-08-17,22.02149863,378.5181037,20.05696573,1.220235096,0,3,8,2017,3,33,372.5204215,-0.004454631,379.8829617
2017-08-18,22.08105486,347.4563866,22.17279828,1.166575171,0,4,8,2017,3,33,368.5927995,0.002704458,378.5181037
2017-08-19,22.38588461,363.3135449,23.80340004,1.109232423,0,5,8,2017,3,33,367.7268899,0.013805036,347.4563866
2017-08-20,21.780759,371.8197152,23.31141145,0.998800266,0,6,8,2017,3,33,367.6943565,-0.02703157,363.3135449
2017-08-21,21.99777515,381.437687,20.83382878,1.210472448,0,0,8,2017,3,34,371.5505095,0.009963663,371.8197152
2017-08-22,21.55877475,383.9154958,21.9884032,1.154360573,0,1,8,2017,3,34,372.3348421,-0.019956582,381.437687
2017-08-23,22.28367477,376.0018174,23.86974344,1.298997512,0,2,8,2017,3,34,371.7803929,0.033624361,383.9154958
2017-08-24,21.18500771,389.8567242,20.79827932,0.981167266,0,3,8,2017,3,34,373.4001959,-0.049303675,376.0018174
2017-08-25,22.38288586,367.5597499,24.31737967,1.182966321,0,4,8,2017,3,34,376.2721049,0.056543673,389.8567242
2017-08-26,21.42118262,389.0407407,23.14763796,1.151720331,0,5,8,2017,3,34,379.9474186,-0.042966007,367.5597499
2017-08-27,20.68436432,391.6779972,19.47695136,1.062706971,0,6,8,2017,3,34,382.784316,-0.034396715,389.0407407
2017-08-28,21.42194891,387.3266754,20.38926031,1.233393189,1,0,8,2017,3,35,383.6256001,0.035659041,391.6779972
2017-08-29,20.9751806,384.273409,19.63462325,1.137344226,0,1,8,2017,3,35,383.6767306,-0.020855633,387.3266754
2017-08-30,21.69351324,401.1187887,20.37478345,1.003520418,0,2,8,2017,3,35,387.2648693,0.034246791,384.273409
2017-08-31,20.9040503,392.0001666,22.60924422,1.085475829,0,3,8,2017,3,35,387.5710754,-0.036391659,401.1187887
2017-09-01,20.96413777,377.3942905,22.77182467,1.00252386,0,4,9,2017,3,35,388.9760097,0.002874441,392.0001666
2017-09-02,20.19903332,393.6964228,18.38878481,1.050658179,1,5,9,2017,3,35,389.6411072,-0.03649587,377.3942905
2017-09-03,20.87394246,395.6741604,21.26471667,1.167992376,0,6,9,2017,3,35,390.2119876,0.033412942,393.6964228
2017-09-04,19.8441764,387.7278707,20.09910089,1.196637176,0,0,9,2017,3,36,390.2693012,-0.04933261,395.6741604
2017-09-05,20.21992446,402.9340217,19.7773008,1.119931014,0,1,9,2017,3,36,392.9351031,0.018934929,387.7278707
2017-09-06,21.3475933,390.5346457,21.90987863,1.022902303,0,2,9,2017,3,36,391.4230826,0.05577018,402.9340217
2017-09-07,21.31555741,363.761317,23.22273633,1.136170643,0,3,9,2017,3,36,387.3889613,-0.001500679,390.5346457
2017-09-08,21.09042978,391.6203167,19.69953653,1.170449775,0,4,9,2017,3,36,389.4212507,-0.010561658,363.761317
2017-09-09,20.34903999,388.5823468,18.80418527,0.900998646,1,5,9,2017,3,36,388.6906684,-0.035152901,391.6203167
2017-09-10,20.76329398,396.2554804,18.82562423,1.109957708,1,6,9,2017,3,36,388.7737141,0.020357422,388.5823468
2017-09-11,20.73977574,400.7559452,20.17496241,1.079390861,0,0,9,2017,3,37,390.6348676,-0.001132684,396.2554804
2017-09-12,20.11663901,396.6938211,19.46336514,1.193880977,0,1,9,2017,3,37,389.7434104,-0.030045491,400.7559452
2017-09-13,21.40159312,405.2828572,21.10547935,1.137178777,0,2,9,2017,3,37,391.8502978,0.063875189,396.6938211
2017-09-14,21.04248736,388.9518718,21.05641761,1.147145041,1,3,9,2017,3,37,395.4489485,-0.016779394,405.2828572
2017-09-15,20.44708735,400.2773558,21.5014373,1.050618784,0,4,9,2017,3,37,396.6856683,-0.028295134,388.9518718
2017-09-16,20.52463799,402.0042345,20.08177127,1.099075063,0,5,9,2017,3,37,398.6030808,0.003792747,400.2773558
2017-09-17,20.56888594,393.0736287,19.87206602,1.193378398,0,6,9,2017,3,37,398.1485306,0.002155846,402.0042345
2017-09-18,19.3972119,408.0068439,20.66531945,1.092621938,0,0,9,2017,3,38,399.1843733,-0.056963418,393.0736287
2017-09-19,20.24777226,390.3333217,21.66429293,1.116676877,0,1,9,2017,3,38,398.2757305,0.04384962,408.0068439
2017-09-20,19.9835588,393.6892853,18.91550139,0.945714201,0,2,9,2017,3,38,396.619506,-0.013049014,390.3333217
2017-09-21,19.7768508,386.1375587,19.04380926,1.092555937,0,3,9,2017,3,38,396.2174612,-0.010343903,393.6892853
2017-09-22,20.09015201,400.42404,21.39647948,0.898309954,1,4,9,2017,3,38,396.2384161,0.015841815,386.1375587
2017-09-23,21.08252985,396.6146465,19.3091022,1.047995474,0,5,9,2017,3,38,395.468475,0.049396233,400.42404
2017-09-24,20.45704711,408.5962935,19.74451498,1.106061527,0,6,9,2017,3,38,397.6859985,-0.029668296,396.6146465
2017-09-25,19.80394155,408.2947442,19.59936726,1.17651306,0,0,9,2017,3,39,397.7271271,-0.0319257,408.5962935
2017-09-26,20.32870572,395.2257457,19.05641991,0.999993997,0,1,9,2017,3,39,398.4260448,0.026497966,408.2947442
2017-09-27,20.69496486,384.7747979,19.37013197,1.137378415,0,2,9,2017,3,39,397.1525466,0.018016845,395.2257457
2017-09-28,20.41047796,402.6217212,20.1037577,1.246959351,0,3,9,2017,3,39,399.507427,-0.013746672,384.7747979
2017-09-29,19.93086307,412.1129977,20.9454306,1.036135634,0,4,9,2017,3,39,401.1772781,-0.023498464,402.6217212
2017-09-30,19.53049069,410.8733258,20.85947409,0.945604739,1,5,9,2017,3,39,403.2142323,-0.020088061,412.1129977
2017-10-01,20.15601796,411.3527248,22.08791219,1.129394037,0,6,10,2017,4,39,403.6080082,0.032028242,410.8733258
2017-10-02,19.95664388,399.6999835,18.25627416,0.98131035,1,0,10,2017,4,40,402.3801852,-0.009891541,411.3527248
2017-10-03,20.16055193,396.4471446,19.01818329,1.018710204,0,1,10,2017,4,40,402.5546708,0.010217552,399.6999835
2017-10-04,19.98366619,394.9426694,21.00934721,1.193043765,0,2,10,2017,4,40,404.0072239,-0.008773854,396.4471446
2017-10-05,20.14406403,401.264561,20.30762861,1.288500009,0,3,10,2017,4,40,403.8133438,0.008026447,394.9426694
2017-10-06,19.3049714,405.5468124,18.63964399,1.000841079,0,4,10,2017,4,40,402.8753174,-0.041654585,401.264561
2017-10-07,20.18469284,404.314508,18.99617639,1.027268127,0,5,10,2017,4,40,401.9383434,0.045569684,405.5468124
2017-10-08,19.5783194,404.3001178,18.71874328,1.057123215,0,6,10,2017,4,40,400.9308281,-0.030041252,404.314508
2017-10-09,20.47080227,400.1077566,20.18129989,1.046429316,0,0,10,2017,4,41,400.9890814,0.045585264,404.3001178
2017-10-10,19.04237004,401.1324604,17.81280885,1.294639382,0,1,10,2017,4,41,401.6584122,-0.069779006,400.1077566
2017-10-11,20.20888926,412.7960385,22.08518745,1.048353358,0,2,10,2017,4,41,404.2088936,0.06125914,401.1324604
2017-10-12,19.39396881,408.5325001,17.87188532,1.06273496,0,3,10,2017,4,41,405.2471706,-0.040324851,412.7960385
2017-10-13,18.92358446,408.6874837,20.76135757,1.263227908,0,4,10,2017,4,41,405.6958379,-0.024254156,408.5325001
2017-10-14,18.96181584,403.078956,20.25839935,1.159377802,0,5,10,2017,4,41,405.5193305,0.002020304,408.6874837
2017-10-15,18.99824691,397.3642327,18.70625,1.200400104,0,6,10,2017,4,41,404.5284897,0.001921286,403.078956
2017-10-16,19.32537302,422.4394217,20.25228105,1.011298904,0,0,10,2017,4,42,407.7187276,0.017218753,397.3642327
2017-10-17,19.32979611,415.1958617,19.99286705,1.048992233,0,1,10,2017,4,42,409.7277849,0.000228875,422.4394217
2017-10-18,18.73684659,396.6866052,17.66242679,0.998138375,0,2,10,2017,4,42,407.4264373,-0.030675415,415.1958617
2017-10-19,18.96707846,419.7173478,18.3566044,1.182336376,0,3,10,2017,4,42,409.0242727,0.012287653,396.6866052
2017-10-20,20.006202,416.426146,20.05870853,1.224834552,0,4,10,2017,4,42,410.1297959,0.054785641,419.7173478
2017-10-21,19.75491229,410.0122857,20.29953222,1.042432804,0,5,10,2017,4,42,411.1202716,-0.012560591,416.426146
2017-10-22,19.06565006,428.5063883,19.2292142,1.066086119,0,6,10,2017,4,42,415.5691509,-0.034890675,410.0122857
2017-10-23,18.82312191,416.2152502,18.72142985,1.070561255,0,0,10,2017,4,43,414.6799836,-0.012720686,428.5063883
2017-10-24,18.82106291,400.1999248,18.60707598,0.947987872,0,1,10,2017,4,43,412.5377069,-0.000109387,416.2152502
2017-10-25,19.02503905,417.3094461,19.01843546,1.035428073,0,2,10,2017,4,43,415.483827,0.010837653,400.1999248
2017-10-26,18.16443292,420.7188897,17.92593944,1.180236913,0,3,10,2017,4,43,415.6269044,-0.045235446,417.3094461
2017-10-27,18.50501685,410.8427994,18.65797961,1.015468451,0,4,10,2017,4,43,414.8292835,0.018750045,420.7188897
2017-10-28,17.75762618,426.6567093,19.13556576,1.112408497,1,5,10,2017,4,43,417.2070583,-0.040388543,410.8427994
2017-10-29,18.75009037,399.5901637,19.2482027,0.972408424,1,6,10,2017,4,43,413.076169,0.055889463,426.6567093
2017-10-30,18.83299509,426.0655818,19.67151866,1.08891024,1,0,10,2017,4,44,414.4833593,0.004421564,399.5901637
2017-10-31,18.22709006,410.7154347,18.58245683,1.047078226,0,1,10,2017,4,44,415.985575,-0.032172526,426.0655818
2017-11-01,19.21534074,405.0127304,19.76496744,0.981343203,0,2,11,2017,4,44,414.2289013,0.054218785,410.7154347
2017-11-02,17.77551646,421.2294266,18.0540582,1.182648971,0,3,11,2017,4,44,414.3018351,-0.074930978,405.0127304
2017-11-03,17.61666151,427.7975957,15.94965504,1.188373107,0,4,11,2017,4,44,416.7239489,-0.008936728,421.2294266
2017-11-04,18.42193198,421.3862159,20.26264547,1.00685651,0,5,11,2017,4,44,415.9710213,0.045710731,427.7975957
2017-11-05,18.79452949,410.762389,17.04141051,1.082292045,0,6,11,2017,4,44,417.5670535,0.020225756,421.3862159
2017-11-06,19.07464515,412.0320223,18.67464224,1.108442269,0,0,11,2017,4,45,415.5622592,0.014904106,410.762389
2017-11-07,17.96537628,411.6128566,16.54652719,0.922634232,1,1,11,2017,4,45,415.6904624,-0.058154102,412.0320223
2017-11-08,18.69674143,417.3431717,17.18951652,0.964501148,0,2,11,2017,4,45,417.451954,0.040709704,411.6128566
2017-11-09,18.1011841,433.6209696,19.16382118,1.232938875,0,3,11,2017,4,45,419.2221744,-0.031853536,417.3431717
2017-11-10,17.99762585,423.6483911,17.73099383,0.997897751,1,4,11,2017,4,45,418.6294309,-0.005721076,433.6209696
2017-11-11,18.4897435,430.1265066,19.60333899,1.230328762,0,5,11,2017,4,45,419.8780439,0.027343476,423.6483911
2017-11-12,18.33853074,437.1438209,17.50517828,0.970069094,1,6,11,2017,4,45,423.6468198,-0.008178197,430.1265066
2017-11-13,17.1891195,422.7574943,16.35188147,1.170593249,0,0,11,2017,4,46,425.1790301,-0.062677389,437.1438209
2017-11-14,18.68103121,419.6126283,17.75158035,1.07368017,0,1,11,2017,4,46,426.3218546,0.086793957,422.7574943
2017-11-15,18.59875986,443.9012984,19.03079278,1.087833864,0,2,11,2017,4,46,430.1158727,-0.004404005,419.6126283
2017-11-16,17.56240207,442.1136455,18.66883126,1.290604092,0,3,11,2017,4,46,431.3291122,-0.055721876,443.9012984
2017-11-17,18.0400788,408.8562238,17.86783578,0.979691848,0,4,11,2017,4,46,429.2159454,0.027198827,442.1136455
2017-11-18,18.05671826,429.6663731,17.62064451,1.164690341,0,5,11,2017,4,46,429.150212,0.000922361,408.8562238
2017-11-19,17.90810672,426.840731,19.60428935,1.160659497,0,6,11,2017,4,46,427.678342,-0.008230263,429.6663731
2017-11-20,17.47123233,437.5805708,16.13207647,1.44086788,0,0,11,2017,4,47,429.7959244,-0.024395342,426.840731
2017-11-21,17.37974445,422.6195698,17.33328034,0.997797469,0,1,11,2017,4,47,430.2254875,-0.005236487,437.5805708
2017-11-22,17.6725141,420.504634,17.3490638,1.043012082,0,2,11,2017,4,47,426.8831069,0.016845452,422.6195698
2017-11-23,18.24196187,419.5872984,16.77577001,1.1873028,0,3,11,2017,4,47,423.6650573,0.032222228,420.504634
2017-11-24,17.89828223,422.6409517,17.06851917,1.085784195,0,4,11,2017,4,47,425.6343041,-0.018840059,419.5872984
2017-11-25,17.41264553,439.2347909,15.77042833,1.059605495,0,5,11,2017,4,47,427.001221,-0.027133146,422.6409517
2017-11-26,17.95586538,416.8458504,19.30957347,1.20176175,0,6,11,2017,4,47,425.5733809,0.031196859,439.2347909
2017-11-27,16.11840772,431.9106955,16.46608026,1.079453767,0,0,11,2017,4,48,424.7633987,-0.102331891,416.8458504
2017-11-28,18.09033132,410.6780371,19.23008912,1.017024714,0,1,11,2017,4,48,423.0574654,0.122339851,431.9106955
2017-11-29,16.61997405,446.2813192,16.69162093,1.178931647,0,2,11,2017,4,48,426.739849,-0.081278626,410.6780371
2017-11-30,17.2831124,445.8941812,17.62708031,1.143939442,0,3,11,2017,4,48,430.4979752,0.039900084,446.2813192
2017-12-01,16.87962562,432.219237,17.5576953,1.075225992,0,4,12,2017,4,48,431.8663016,-0.023345724,445.8941812
2017-12-02,16.76787943,433.3570804,18.13617738,1.070580509,0,5,12,2017,4,48,431.0266287,-0.006620182,432.219237
2017-12-03,17.97203104,435.1351102,16.50462149,1.015220011,0,6,12,2017,4,48,433.6393801,0.071812993,433.3570804
2017-12-04,17.13480823,449.8200924,16.55547487,1.179320367,0,0,12,2017,4,49,436.1978654,-0.046584763,435.1351102
2017-12-05,17.51960134,437.5228621,18.25201244,1.070899909,0,1,12,2017,4,49,440.0328404,0.022456808,449.8200924
2017-12-06,17.30123455,427.8377864,18.88724067,1.030026111,0,2,12,2017,4,49,437.39805,-0.012464141,437.5228621
2017-12-07,17.54222092,417.7038237,19.22910695,0.978555194,0,3,12,2017,4,49,433.370856,0.013928854,427.8377864
2017-12-08,17.32178252,424.1259012,17.80022058,1.146426157,0,4,12,2017,4,49,432.2146652,-0.012566162,417.7038237
2017-12-09,16.62221696,439.7892444,15.60360244,1.056452433,0,5,12,2017,4,49,433.1335458,-0.040386465,424.1259012
2017-12-10,17.74286324,427.1817261,16.3915984,0.90614321,0,6,12,2017,4,49,431.9973481,0.067418581,439.7892444
2017-12-11,16.97954827,439.7815497,18.49427218,0.987183872,0,0,12,2017,4,50,430.5632705,-0.043020958,427.1817261
2017-12-12,16.43051681,435.3271887,16.21339636,1.084251068,0,1,12,2017,4,50,430.2496029,-0.032334868,439.7815497
2017-12-13,16.97782019,427.816938,15.94154849,1.087157005,0,2,12,2017,4,50,430.2466246,0.033310175,435.3271887
2017-12-14,17.92602069,422.1646544,19.48161393,1.083456556,0,3,12,2017,4,50,430.8838861,0.055849366,427.816938
2017-12-15,17.5852117,451.5392012,16.19430681,1.06963518,0,4,12,2017,4,50,434.8000718,-0.019011972,422.1646544
2017-12-16,16.97093563,448.1526129,17.75014289,0.960425429,0,5,12,2017,4,50,435.9948387,-0.0349314,451.5392012
2017-12-17,16.95649822,456.9148486,17.38130268,1.020655959,0,6,12,2017,4,50,440.2424277,-0.000850714,448.1526129
2017-12-18,16.95688292,445.2810381,15.55873591,1.22658852,0,0,12,2017,4,51,441.0280688,2.27e-05,456.9148486
2017-12-19,18.14335911,429.9220435,17.55823141,1.211933644,0,1,12,2017,4,51,440.2559052,0.069970183,445.2810381
2017-12-20,17.28395196,452.0242274,16.07383574,1.166206019,0,2,12,2017,4,51,443.7140894,-0.047367587,429.9220435
2017-12-21,17.29672159,438.6671193,17.6582182,1.157461111,0,3,12,2017,4,51,446.0715844,0.000738814,452.0242274
2017-12-22,17.58627921,440.0282521,17.50577989,1.199086452,0,4,12,2017,4,51,444.4271631,0.016740607,438.6671193
2017-12-23,17.18069158,439.6883351,15.47731234,0.996631397,0,5,12,2017,4,51,443.2179806,-0.023062731,440.0282521
2017-12-24,16.92266066,412.2054702,18.53271836,1.112103718,0,6,12,2017,4,51,436.8309265,-0.015018657,439.6883351
2017-12-25,16.94561903,457.8738116,16.43584279,0.996884176,0,0,12,2017,4,52,438.6298942,0.001356664,412.2054702
2017-12-26,17.00033509,446.728613,16.17821382,0.998719454,0,1,12,2017,4,52,441.0308327,0.003228921,457.8738116
2017-12-27,17.0105978,445.3301239,16.06631555,1.145917405,0,2,12,2017,4,52,440.0745322,0.000603677,446.728613
2017-12-28,17.38683003,439.7965354,16.20040802,1.203885965,0,3,12,2017,4,52,440.2358773,0.02211752,445.3301239
2017-12-29,17.04352921,444.0275623,18.74494068,1.089926018,1,4,12,2017,4,52,440.8072074,-0.019744877,439.7965354
2017-12-30,17.37915335,435.0037678,16.66698855,1.274310984,0,5,12,2017,4,52,440.1379835,0.019692173,444.0275623
2017-12-31,16.96848924,449.4559643,16.6478306,1.130689384,0,6,12,2017,4,52,445.4594826,-0.023629696,435.0037678
2018-01-01,17.04491752,430.0962283,18.31086371,1.031932408,0,0,1,2018,1,1,441.4912564,0.00450413,449.4559643
2018-01-02,16.00399094,450.4905901,16.45814421,1.001038116,0,1,1,2018,1,1,442.0286817,-0.061069616,430.0962283
2018-01-03,17.45948608,447.2250948,17.00098046,1.21162413,0,2,1,2018,1,1,442.2993919,0.090945761,450.4905901
2018-01-04,17.17353746,441.3082004,18.54167912,1.122756903,0,3,1,2018,1,1,442.515344,-0.016377837,447.2250948
2018-01-05,17.49900953,445.6308463,18.37299477,1.177615739,0,4,1,2018,1,1,442.7443846,0.018951953,441.3082004
2018-01-06,15.5523284,441.9957055,14.70597227,0.844314685,0,5,1,2018,1,1,443.7432328,-0.111245218,445.6308463
2018-01-07,18.0458353,430.0355511,18.56461334,1.134678225,0,6,1,2018,1,1,440.9688881,0.160330134,441.9957055
2018-01-08,16.93378493,447.8723641,18.364346,1.059133612,0,0,1,2018,1,2,443.508336,-0.061623657,430.0355511
2018-01-09,17.56034242,449.4078329,17.54791279,0.971035088,0,1,1,2018,1,2,443.3536564,0.03700044,447.8723641
2018-01-10,16.48970813,429.4755807,17.2601482,1.104242817,0,2,1,2018,1,2,440.8180116,-0.060968873,449.4078329
2018-01-11,17.3201961,449.5395222,18.95211794,1.219792414,0,3,1,2018,1,2,441.9939147,0.050364019,429.4755807
2018-01-12,16.49198636,443.2746469,17.12004784,1.3373339,0,4,1,2018,1,2,441.6573148,-0.047817573,449.5395222
2018-01-13,16.7124304,445.9214477,15.38358725,1.135026322,0,5,1,2018,1,2,442.2181351,0.013366736,443.2746469
2018-01-14,17.98768564,428.3218796,17.06872914,1.039996432,0,6,1,2018,1,2,441.9733249,0.076305792,445.9214477
2018-01-15,16.94241663,438.6698079,17.26464933,1.034060845,0,0,1,2018,1,3,440.658674,-0.058110255,428.3218796
2018-01-16,17.15429318,456.0291679,16.38425691,1.207424347,1,1,1,2018,1,3,441.604579,0.012505686,438.6698079
2018-01-17,17.48915862,445.262269,19.08956251,1.011523709,0,2,1,2018,1,3,443.8598202,0.019520795,456.0291679
2018-01-18,17.31124071,442.2342102,16.98354596,1.173553869,0,3,1,2018,1,3,442.8162042,-0.01017304,445.262269
2018-01-19,17.14860893,445.947751,17.00192112,1.14077926,0,4,1,2018,1,3,443.1980762,-0.009394577,442.2342102
2018-01-20,17.26660193,451.6509718,17.96279855,1.12982129,0,5,1,2018,1,3,444.0165796,0.006880617,445.947751
2018-01-21,18.29727077,446.2453317,18.38601155,0.954799302,1,6,1,2018,1,3,446.5770728,0.059691469,451.6509718
2018-01-22,17.0789119,447.4154726,16.67634817,1.076015351,0,0,1,2018,1,4,447.8264535,-0.066586918,446.2453317
2018-01-23,17.22114291,458.6164149,15.76298698,0.965995402,1,1,1,2018,1,4,448.1960602,0.008327873,447.4154726
2018-01-24,17.65950326,455.4305503,18.0001395,1.053086451,0,2,1,2018,1,4,449.6486718,0.025454777,458.6164149
2018-01-25,17.70122895,449.8805743,19.00255261,1.203725067,0,3,1,2018,1,4,450.7410095,0.002362789,455.4305503
2018-01-26,17.75697477,446.2424487,18.41669057,1.235217001,0,4,1,2018,1,4,450.7831092,0.003149263,449.8805743
2018-01-27,17.49851838,453.7886682,17.08378603,1.133606086,0,5,1,2018,1,4,451.0884944,-0.014555204,446.2424487
2018-01-28,16.6240406,454.9559943,15.38630119,1.05527718,0,6,1,2018,1,4,452.3328748,-0.04997439,453.7886682
2018-01-29,18.02934071,455.6189148,19.1700145,1.271221174,1,0,1,2018,1,5,453.5047951,0.084534208,454.9559943
2018-01-30,16.65722201,461.0898277,18.12888212,1.054152188,0,1,1,2018,1,5,453.8581398,-0.076104763,455.6189148
2018-01-31,17.4001657,438.4182657,17.011352,0.999042612,0,2,1,2018,1,5,451.4278134,0.044601896,461.0898277
2018-02-01,16.89084224,440.5076938,17.66323407,1.182359568,0,3,2,2018,1,5,450.0888305,-0.029271184,438.4182657
2018-02-02,17.25571742,442.7489432,16.94774925,1.158584685,0,4,2,2018,1,5,449.5897582,0.021601953,440.5076938
2018-02-03,17.47264355,458.6552609,17.48056543,1.0586537,0,5,2,2018,1,5,450.2849858,0.012571261,442.7489432
2018-02-04,17.49008099,433.2592311,18.66708082,1.123033824,0,6,2,2018,1,5,447.1854482,0.000997985,458.6552609
2018-02-05,17.56216185,452.8236848,16.09896803,1.15732731,0,0,2,2018,1,6,446.7861296,0.004121242,433.2592311
2018-02-06,18.18050989,449.6225472,18.29081231,1.133579205,0,1,2,2018,1,6,445.1479467,0.035209107,452.8236848
2018-02-07,17.62352232,460.6198232,16.61764313,1.159205227,0,2,2,2018,1,6,448.3195977,-0.030636521,449.6225472
2018-02-08,17.29842021,452.6320631,16.7441994,1.062839855,0,3,2,2018,1,6,450.0516505,-0.018447056,460.6198232
2018-02-09,17.92692205,434.4624226,18.44475491,1.166135856,0,4,2,2018,1,6,448.8678618,0.036332904,452.6320631
2018-02-10,18.06462421,437.8193236,16.356536,1.115367145,0,5,2,2018,1,6,445.8912994,0.007681305,434.4624226
2018-02-11,16.88171996,441.7128168,17.19850577,1.066530319,0,6,2,2018,1,6,447.0989545,-0.065481808,437.8193236
2018-02-12,17.82047686,443.6634273,17.04864435,1.089222905,0,0,2,2018,1,7,445.7903463,0.055607895,441.7128168
2018-02-13,17.89922774,447.02247,18.50595558,1.104121208,0,1,2,2018,1,7,445.4189067,0.004419123,443.6634273
2018-02-14,17.42732913,439.7574224,16.17807318,0.969473567,0,2,2,2018,1,7,442.4385637,-0.026364189,447.02247
2018-02-15,18.29203197,461.9942802,19.15472665,1.050445486,0,3,2,2018,1,7,443.7760233,0.049617634,439.7574224
2018-02-16,17.5578097,437.9037648,18.0692326,1.120701973,1,4,2,2018,1,7,444.2676436,-0.040138912,461.9942802
2018-02-17,17.72486883,463.9785861,19.39540877,0.979212328,0,5,2,2018,1,7,448.0046811,0.009514805,437.9037648
2018-02-18,17.60536477,463.1614259,19.05335449,1.052419075,0,6,2,2018,1,7,451.0687681,-0.006742169,463.9785861
2018-02-19,17.73007988,459.8624157,16.96166837,1.352975949,0,0,2,2018,1,8,453.3829093,0.007083927,463.1614259
2018-02-20,17.2051046,446.7582099,15.57859104,1.001685625,0,1,2,2018,1,8,453.3451579,-0.029609302,459.8624157
2018-02-21,17.06472294,458.0123339,17.59498723,1.07633008,0,2,2,2018,1,8,455.9530023,-0.008159302,446.7582099
2018-02-22,18.61405385,434.2559241,18.99708413,1.031439753,1,3,2,2018,1,8,451.99038,0.090791448,458.0123339
2018-02-23,17.42591236,462.2662948,15.77891539,1.103224491,0,4,2,2018,1,8,455.4707415,-0.063830346,434.2559241
2018-02-24,17.38681931,452.7981326,16.07473179,1.033519667,0,5,2,2018,1,8,453.8735338,-0.002243386,462.2662948
2018-02-25,16.83946544,452.3652403,17.12473173,1.090787199,0,6,2,2018,1,8,452.3312216,-0.031480966,452.7981326
2018-02-26,17.6308389,440.446214,19.08301093,1.043356818,0,0,2,2018,1,9,449.5574785,0.046995165,452.3652403
2018-02-27,17.32343997,429.6260707,18.7318366,1.220824313,0,1,2,2018,1,9,447.11003,-0.017435298,440.446214
2018-02-28,18.84115483,436.6060042,17.52787002,1.123575245,0,2,2,2018,1,9,444.0519829,0.087610478,429.6260707
2018-03-01,18.56070676,459.6988634,18.13222894,1.015214285,1,3,3,2018,1,9,447.6866886,-0.014884866,436.6060042
2018-03-02,17.74785382,448.7824066,16.12642006,1.199691214,0,4,3,2018,1,9,445.7604188,-0.043794288,459.6988634
2018-03-03,19.25474854,443.7569327,19.13641597,1.01988491,0,5,3,2018,1,9,444.4688188,0.084905744,448.7824066
2018-03-04,18.65647689,455.1694297,19.60080603,0.959403562,0,6,3,2018,1,9,444.8694173,-0.031071383,443.7569327
2018-03-05,18.04069466,469.9201382,19.08695649,1.115607342,0,0,3,2018,1,10,449.0799779,-0.033006351,455.1694297
2018-03-06,16.99136714,470.5291247,16.98793307,1.306738044,0,1,3,2018,1,10,454.9232714,-0.058164474,469.9201382
2018-03-07,19.42493501,435.5552122,17.85489395,0.933345198,0,2,3,2018,1,10,454.7731582,0.143223782,470.5291247
2018-03-08,17.62349582,435.0257015,17.20533952,0.983112829,0,3,3,2018,1,10,451.2484208,-0.092738493,435.5552122
2018-03-09,17.53481603,478.654917,19.0501817,1.191564197,0,4,3,2018,1,10,455.5159223,-0.005031907,435.0257015
2018-03-10,18.9084393,471.0428549,17.88591839,1.052179501,0,5,3,2018,1,10,459.4139112,0.078336908,478.654917
2018-03-11,19.65706454,446.6549356,18.94844486,1.177706508,0,6,3,2018,1,10,458.1975549,0.039592122,471.0428549
2018-03-12,19.16974467,434.6610035,20.11606745,1.03286277,0,0,3,2018,1,11,453.1605356,-0.024791081,446.6549356
2018-03-13,18.80035844,459.002263,19.67863895,1.130907889,0,1,3,2018,1,11,451.5138411,-0.01926923,434.6610035
2018-03-14,18.85694231,448.1627094,20.41151727,1.291259074,0,2,3,2018,1,11,453.3149121,0.003009723,459.002263
2018-03-15,19.02778966,447.4122476,18.60201886,0.997452726,1,3,3,2018,1,11,455.0844187,0.009060183,448.1627094
2018-03-16,19.02240814,457.6655793,19.07794872,1.219387782,0,4,3,2018,1,11,452.0859419,-0.000282824,447.4122476
2018-03-17,18.82573643,453.1983905,18.70296424,1.185082391,0,5,3,2018,1,11,449.5367327,-0.010338949,457.6655793
2018-03-18,18.77976263,438.3749199,20.38637947,0.968287296,1,6,3,2018,1,11,448.3538733,-0.002442072,453.1983905
2018-03-19,18.73920086,447.3352728,19.74860886,1.173201784,0,0,3,2018,1,12,450.1644832,-0.002159866,438.3749199
2018-03-20,18.4366539,458.8520222,19.65878938,1.124692354,0,1,3,2018,1,12,450.1430203,-0.016145137,447.3352728
2018-03-21,18.7167302,456.0859454,17.34329006,1.126621152,0,2,3,2018,1,12,451.2749111,0.015191276,458.8520222
2018-03-22,18.05430294,457.0572773,19.10812066,1.151263518,0,3,3,2018,1,12,452.6527725,-0.035392254,456.0859454
2018-03-23,18.89559641,459.7046604,18.64231517,1.082675187,0,4,3,2018,1,12,452.9440698,0.046597948,457.0572773
2018-03-24,18.49471596,448.895679,16.73157282,1.124821677,0,5,3,2018,1,12,452.3293967,-0.021215549,459.7046604
2018-03-25,18.48171164,454.5008076,16.8556476,1.142057034,0,6,3,2018,1,12,454.633095,-0.000703137,448.895679
2018-03-26,19.16818667,415.6604014,19.85022119,1.192617595,0,0,3,2018,1,13,450.1081133,0.037143477,454.5008076
