transaction_id,products,total_price,discount,effective_price
1869,"['Smartphone', 'Monitor']",1000,0,1000.0
1870,"['Charger', 'Laptop', 'USB Drive']",1045,10,940.5
1871,"['Charger', 'Headphones']",105,10,94.5
1872,"['Monitor', 'Charger', 'Tablet', 'Headphones']",805,0,805.0
1873,"['Mouse', 'Backpack']",90,5,85.5
1874,"['Monitor', 'Mouse']",330,10,297.0
1875,"['Headphones', 'Keyboard', 'Laptop', 'Monitor', 'Mouse']",1460,10,1314.0
1876,"['Monitor', 'Mouse', 'Tablet']",730,5,693.5
1877,"['Backpack', 'Smartphone', 'Laptop', 'Mouse', 'Headphones']",1870,5,1776.5
1878,"['Mouse', 'Smartphone', 'Laptop']",1730,5,1643.5
1879,"['Laptop', 'Charger', 'Headphones', 'Mouse']",1135,0,1135.0
1880,"['USB Drive', 'Tablet']",420,5,399.0
1881,"['Headphones', 'USB Drive', 'Keyboard']",150,5,142.5
1882,"['Headphones', 'Monitor', 'Keyboard']",430,15,365.5
1883,"['Monitor', 'Keyboard', 'Smartphone', 'USB Drive']",1070,5,1016.5
1884,"['Laptop', 'Keyboard']",1050,10,945.0
1885,"['Smartphone', 'Tablet']",1100,0,1100.0
1886,"['Headphones', 'Monitor', 'Keyboard']",430,0,430.0
1887,"['Backpack', 'Smartphone', 'Monitor', 'Tablet']",1460,0,1460.0
1888,"['USB Drive', 'Mouse']",50,0,50.0
1889,"['Mouse', 'Monitor', 'Keyboard', 'Headphones', 'Charger']",485,10,436.5
1890,"['Smartphone', 'Backpack', 'Keyboard']",810,20,648.0
1891,"['Smartphone', 'Monitor', 'Keyboard']",1050,0,1050.0
1892,"['Tablet', 'Charger', 'Laptop']",1425,0,1425.0
1893,"['Monitor', 'Mouse', 'Charger']",355,10,319.5
1894,"['Laptop', 'Backpack', 'Mouse']",1090,0,1090.0
1895,"['Smartphone', 'Laptop']",1700,5,1615.0
1896,"['Monitor', 'Smartphone', 'Backpack']",1060,10,954.0
1897,"['Laptop', 'Backpack', 'USB Drive', 'Smartphone', 'Mouse']",1810,5,1719.5
1898,"['Backpack', 'Laptop', 'Monitor', 'Smartphone']",2060,0,2060.0
1899,"['Keyboard', 'Backpack', 'USB Drive']",130,0,130.0
1900,"['Mouse', 'Keyboard', 'Monitor', 'Tablet']",780,10,702.0
1901,"['Keyboard', 'Smartphone', 'Backpack']",810,5,769.5
1902,"['Charger', 'Backpack']",85,0,85.0
1903,"['Tablet', 'Mouse', 'Charger']",455,10,409.5
1904,"['Monitor', 'Mouse', 'Headphones', 'Backpack']",470,0,470.0
1905,"['Smartphone', 'Charger', 'Keyboard', 'Backpack', 'Laptop']",1835,10,1651.5
1906,"['Backpack', 'USB Drive', 'Keyboard', 'Laptop']",1130,0,1130.0
1907,"['Backpack', 'Mouse', 'Smartphone']",790,20,632.0
1908,"['USB Drive', 'Monitor', 'Mouse', 'Laptop']",1350,0,1350.0
1909,"['Monitor', 'Charger', 'Mouse', 'Keyboard', 'Tablet']",805,0,805.0
1910,"['Monitor', 'Mouse', 'Tablet', 'Smartphone', 'USB Drive']",1450,0,1450.0
1911,"['Smartphone', 'Laptop', 'Tablet']",2100,0,2100.0
1912,"['Monitor', 'Backpack', 'Laptop', 'Keyboard']",1410,15,1198.5
1913,"['Charger', 'Laptop', 'Backpack']",1085,20,868.0
1914,"['USB Drive', 'Charger', 'Laptop']",1045,0,1045.0
1915,"['Monitor', 'Headphones', 'Keyboard', 'Charger', 'Smartphone']",1155,0,1155.0
1916,"['Backpack', 'Keyboard', 'Smartphone']",810,10,729.0
1917,"['Backpack', 'USB Drive', 'Headphones', 'Keyboard']",210,15,178.5
1918,"['Charger', 'Smartphone', 'Keyboard']",775,5,736.25
1919,"['Laptop', 'Smartphone', 'Mouse', 'Charger', 'Tablet']",2155,0,2155.0
1920,"['Smartphone', 'Laptop', 'Tablet']",2100,0,2100.0
1921,"['Laptop', 'Smartphone', 'Headphones', 'USB Drive']",1800,5,1710.0
1922,"['Smartphone', 'Mouse', 'Headphones']",810,0,810.0
1923,"['Backpack', 'Keyboard', 'Mouse']",140,5,133.0
1924,"['Laptop', 'USB Drive', 'Backpack', 'Smartphone', 'Charger']",1805,0,1805.0
1925,"['Monitor', 'USB Drive']",320,10,288.0
1926,"['Mouse', 'Charger']",55,0,55.0
1927,"['Mouse', 'Backpack']",90,5,85.5
1928,"['Charger', 'Headphones', 'Keyboard', 'Monitor', 'Mouse']",485,0,485.0
1929,"['Backpack', 'Keyboard', 'Smartphone']",810,5,769.5
1930,"['Laptop', 'Keyboard', 'Tablet', 'Backpack']",1510,0,1510.0
1931,"['Smartphone', 'Charger']",725,5,688.75
1932,"['Smartphone', 'Keyboard', 'Headphones', 'USB Drive']",850,5,807.5
1933,"['Headphones', 'Keyboard', 'Charger', 'Monitor', 'Tablet']",855,5,812.25
1934,"['Charger', 'Headphones']",105,5,99.75
1935,"['USB Drive', 'Backpack']",80,5,76.0
1936,"['Smartphone', 'Keyboard', 'Backpack', 'Headphones']",890,10,801.0
1937,"['Backpack', 'Laptop', 'Smartphone', 'Monitor']",2060,0,2060.0
1938,"['Headphones', 'Keyboard', 'Laptop', 'Smartphone', 'Backpack']",1890,10,1701.0
1939,"['Keyboard', 'USB Drive', 'Smartphone', 'Mouse', 'Monitor']",1100,0,1100.0
1940,"['Laptop', 'Tablet', 'Monitor', 'USB Drive']",1720,0,1720.0
1941,"['Keyboard', 'Backpack']",110,0,110.0
1942,"['Monitor', 'Laptop', 'Keyboard', 'Headphones']",1430,0,1430.0
1943,"['Headphones', 'Backpack', 'USB Drive', 'Laptop']",1160,10,1044.0
1944,"['Keyboard', 'Tablet']",450,10,405.0
1945,"['Smartphone', 'Mouse']",730,10,657.0
1946,"['Tablet', 'Keyboard', 'USB Drive', 'Smartphone']",1170,5,1111.5
1947,"['Laptop', 'Backpack', 'Keyboard', 'Headphones']",1190,0,1190.0
1948,"['Mouse', 'Smartphone', 'Charger', 'Keyboard']",805,0,805.0
1949,"['Backpack', 'Keyboard', 'Laptop', 'Mouse']",1140,0,1140.0
1950,"['Mouse', 'Monitor', 'Charger', 'Laptop']",1355,0,1355.0
1951,"['Headphones', 'Backpack', 'Tablet']",540,0,540.0
1952,"['Charger', 'Monitor']",325,0,325.0
1953,"['Laptop', 'Keyboard', 'Charger', 'Monitor', 'Smartphone']",2075,5,1971.25
1954,"['Mouse', 'USB Drive', 'Backpack', 'Tablet', 'Laptop']",1510,10,1359.0
1955,"['Headphones', 'Backpack', 'Charger', 'Smartphone', 'Tablet']",1265,20,1012.0
1956,"['Keyboard', 'Laptop', 'Smartphone', 'Backpack']",1810,15,1538.5
1957,"['Charger', 'Headphones', 'Monitor', 'Laptop']",1405,5,1334.75
1958,"['Monitor', 'Headphones', 'Laptop']",1380,0,1380.0
1959,"['Keyboard', 'Smartphone', 'Mouse', 'Monitor', 'Backpack']",1140,5,1083.0
1960,"['Tablet', 'Charger', 'Keyboard', 'Monitor', 'Laptop']",1775,10,1597.5
1961,"['Keyboard', 'Tablet', 'Headphones', 'Laptop', 'Charger']",1555,0,1555.0
1962,"['Tablet', 'Smartphone', 'Charger']",1125,0,1125.0
1963,"['Monitor', 'USB Drive', 'Backpack', 'Smartphone', 'Tablet']",1480,10,1332.0
1964,"['Mouse', 'Smartphone', 'Monitor']",1030,0,1030.0
1965,"['Mouse', 'Backpack', 'Laptop', 'Tablet', 'Keyboard']",1540,5,1463.0
1966,"['Charger', 'Keyboard']",75,5,71.25
1967,"['Backpack', 'Smartphone']",760,0,760.0
1968,"['Keyboard', 'Charger', 'Tablet']",475,0,475.0
1969,"['Mouse', 'Monitor', 'Smartphone', 'Laptop']",2030,0,2030.0
1970,"['Laptop', 'Backpack', 'Tablet', 'Monitor']",1760,0,1760.0
1971,"['Mouse', 'Smartphone', 'USB Drive', 'Charger']",775,0,775.0
1972,"['Backpack', 'Smartphone', 'Charger']",785,10,706.5
1973,"['Headphones', 'Backpack', 'Keyboard']",190,0,190.0
1974,"['Headphones', 'Backpack']",140,5,133.0
1975,"['USB Drive', 'Keyboard', 'Backpack']",130,0,130.0
1976,"['Smartphone', 'Tablet']",1100,15,935.0
1977,"['Keyboard', 'Laptop', 'Mouse', 'Smartphone']",1780,0,1780.0
1978,"['Smartphone', 'Mouse', 'Backpack', 'USB Drive', 'Monitor']",1110,0,1110.0
1979,"['Tablet', 'USB Drive', 'Headphones']",500,15,425.0
1980,"['Charger', 'Mouse', 'Headphones', 'Monitor', 'Smartphone']",1135,10,1021.5
1981,"['Backpack', 'Charger']",85,0,85.0
1982,"['Charger', 'Keyboard', 'USB Drive', 'Laptop']",1095,10,985.5
1983,"['Smartphone', 'Mouse', 'Keyboard']",780,0,780.0
1984,"['Keyboard', 'Smartphone', 'Headphones', 'Monitor']",1130,0,1130.0
1985,"['Mouse', 'Charger']",55,0,55.0
1986,"['Keyboard', 'Tablet', 'Smartphone']",1150,0,1150.0
1987,"['Tablet', 'Backpack', 'Keyboard']",510,10,459.0
1988,"['Charger', 'Mouse', 'Keyboard', 'Headphones']",185,0,185.0
1989,"['Tablet', 'Headphones']",480,0,480.0
1990,"['Charger', 'USB Drive']",45,10,40.5
1991,"['Monitor', 'USB Drive', 'Mouse', 'Smartphone', 'Charger']",1075,10,967.5
1992,"['Tablet', 'Smartphone']",1100,0,1100.0
1993,"['Tablet', 'Smartphone', 'Laptop', 'USB Drive']",2120,5,2014.0
1994,"['Headphones', 'Mouse', 'Keyboard', 'Laptop']",1160,0,1160.0
1995,"['Mouse', 'Charger', 'Headphones']",135,10,121.5
1996,"['Tablet', 'Smartphone']",1100,5,1045.0
1997,"['Tablet', 'Laptop', 'Charger', 'Keyboard', 'Headphones']",1555,20,1244.0
1998,"['Keyboard', 'Charger', 'Backpack']",135,0,135.0
1999,"['Tablet', 'Smartphone', 'Charger', 'USB Drive', 'Keyboard']",1195,0,1195.0
2000,"['Mouse', 'Smartphone', 'Monitor']",1030,0,1030.0
2001,"['Smartphone', 'Keyboard', 'Laptop', 'Monitor', 'Charger']",2075,0,2075.0
2002,"['Backpack', 'Charger', 'Mouse', 'Monitor']",415,0,415.0
2003,"['Laptop', 'Monitor']",1300,15,1105.0
2004,"['Mouse', 'Backpack', 'Monitor', 'Laptop']",1390,0,1390.0
2005,"['Tablet', 'Keyboard', 'Laptop']",1450,0,1450.0
2006,"['Headphones', 'Charger']",105,10,94.5
2007,"['Headphones', 'Charger', 'Laptop', 'Monitor', 'Tablet']",1805,0,1805.0
2008,"['Smartphone', 'USB Drive', 'Keyboard']",770,10,693.0
2009,"['Laptop', 'Mouse', 'Backpack', 'Headphones']",1170,0,1170.0
2010,"['Monitor', 'Backpack', 'Laptop', 'USB Drive']",1380,0,1380.0
2011,"['Smartphone', 'Mouse', 'Headphones', 'Tablet', 'Charger']",1235,0,1235.0
2012,"['Tablet', 'Laptop', 'Backpack']",1460,0,1460.0
2013,"['Tablet', 'USB Drive', 'Headphones', 'Charger', 'Keyboard']",575,15,488.75
2014,"['Tablet', 'Monitor', 'Keyboard', 'Charger']",775,0,775.0
2015,"['Backpack', 'Charger', 'Tablet', 'Smartphone']",1185,5,1125.75
2016,"['Smartphone', 'Backpack', 'Tablet', 'Headphones', 'Keyboard']",1290,0,1290.0
2017,"['Laptop', 'Mouse', 'Monitor', 'Headphones']",1410,0,1410.0
2018,"['Smartphone', 'Charger', 'Headphones', 'Keyboard']",855,15,726.75
2019,"['Keyboard', 'Backpack', 'Charger', 'Laptop', 'Headphones']",1215,0,1215.0
2020,"['Charger', 'Mouse', 'Laptop']",1055,5,1002.25
2021,"['Keyboard', 'Charger', 'Laptop', 'Tablet']",1475,20,1180.0
2022,"['Laptop', 'Smartphone', 'Mouse', 'Keyboard', 'Monitor']",2080,5,1976.0
2023,"['Charger', 'Mouse', 'USB Drive', 'Smartphone']",775,15,658.75
2024,"['Mouse', 'USB Drive']",50,0,50.0
2025,"['Tablet', 'Laptop', 'Backpack']",1460,0,1460.0
2026,"['Smartphone', 'Monitor', 'Tablet']",1400,0,1400.0
2027,"['Laptop', 'Monitor', 'Mouse']",1330,10,1197.0
2028,"['Smartphone', 'Tablet']",1100,20,880.0
2029,"['Smartphone', 'Mouse', 'Laptop', 'Monitor', 'Headphones']",2110,0,2110.0
2030,"['Charger', 'Smartphone', 'Headphones']",805,5,764.75
2031,"['Charger', 'Mouse']",55,0,55.0
2032,"['Tablet', 'Keyboard']",450,5,427.5
2033,"['Laptop', 'Keyboard', 'Tablet', 'Charger']",1475,0,1475.0
2034,"['USB Drive', 'Smartphone', 'Mouse']",750,20,600.0
2035,"['Smartphone', 'Laptop']",1700,5,1615.0
2036,"['Laptop', 'Smartphone', 'Headphones']",1780,0,1780.0
2037,"['USB Drive', 'Monitor', 'Mouse', 'Backpack']",410,0,410.0
2038,"['Smartphone', 'Mouse']",730,0,730.0
2039,"['Laptop', 'Tablet', 'Smartphone', 'Mouse']",2130,0,2130.0
2040,"['Charger', 'Headphones', 'Laptop']",1105,0,1105.0
2041,"['Headphones', 'Keyboard', 'Tablet']",530,15,450.5
2042,"['Smartphone', 'Monitor']",1000,5,950.0
2043,"['Backpack', 'Keyboard', 'Headphones', 'Smartphone', 'USB Drive']",910,5,864.5
2044,"['Mouse', 'Laptop', 'Smartphone', 'Headphones', 'Tablet']",2210,0,2210.0
2045,"['Backpack', 'USB Drive', 'Tablet']",480,15,408.0
2046,"['Laptop', 'Keyboard', 'Backpack', 'Monitor']",1410,10,1269.0
2047,"['Headphones', 'Mouse', 'USB Drive']",130,0,130.0
2048,"['Mouse', 'Charger', 'Smartphone']",755,10,679.5
2049,"['USB Drive', 'Charger']",45,5,42.75
2050,"['Tablet', 'Backpack']",460,0,460.0
2051,"['Monitor', 'Charger', 'Mouse']",355,0,355.0
2052,"['Smartphone', 'Tablet', 'Monitor', 'Mouse']",1430,0,1430.0
2053,"['USB Drive', 'Monitor', 'Keyboard']",370,0,370.0
2054,"['Laptop', 'Tablet', 'Monitor', 'Charger', 'Backpack']",1785,15,1517.25
2055,"['Backpack', 'Headphones', 'USB Drive', 'Smartphone']",860,10,774.0
2056,"['Keyboard', 'Tablet']",450,5,427.5
2057,"['USB Drive', 'Laptop', 'Monitor', 'Tablet', 'Headphones']",1800,0,1800.0
2058,"['Keyboard', 'Monitor', 'Headphones']",430,0,430.0
2059,"['Monitor', 'Charger', 'Keyboard', 'USB Drive', 'Smartphone']",1095,5,1040.25
2060,"['USB Drive', 'Monitor']",320,5,304.0
2061,"['Backpack', 'Charger', 'Headphones', 'Smartphone']",865,0,865.0
2062,"['Tablet', 'Laptop']",1400,5,1330.0
2063,"['Monitor', 'Smartphone', 'Backpack']",1060,10,954.0
2064,"['Mouse', 'Charger', 'Smartphone']",755,0,755.0
2065,"['Mouse', 'Charger', 'Smartphone']",755,0,755.0
2066,"['Charger', 'Backpack']",85,10,76.5
2067,"['Monitor', 'Charger', 'Keyboard', 'Headphones']",455,0,455.0
2068,"['Backpack', 'Mouse', 'Smartphone', 'Tablet']",1190,0,1190.0
2069,"['Smartphone', 'USB Drive', 'Laptop', 'Mouse']",1750,0,1750.0
2070,"['Laptop', 'Mouse', 'Backpack', 'Headphones', 'Smartphone']",1870,0,1870.0
2071,"['Tablet', 'Backpack', 'Mouse']",490,10,441.0
2072,"['Headphones', 'Smartphone', 'Tablet', 'Backpack']",1240,5,1178.0
2073,"['Charger', 'Keyboard', 'Smartphone']",775,0,775.0
2074,"['Keyboard', 'Mouse', 'Charger', 'Headphones']",185,15,157.25
2075,"['Keyboard', 'Charger', 'Tablet', 'Mouse']",505,15,429.25
2076,"['Charger', 'Headphones', 'Mouse', 'Laptop', 'Tablet']",1535,15,1304.75
2077,"['Charger', 'Backpack']",85,0,85.0
2078,"['Mouse', 'USB Drive', 'Smartphone', 'Monitor']",1050,0,1050.0
2079,"['Backpack', 'USB Drive', 'Headphones', 'Monitor', 'Smartphone']",1160,20,928.0
2080,"['Laptop', 'Charger']",1025,10,922.5
2081,"['Tablet', 'Monitor', 'Headphones', 'USB Drive']",800,0,800.0
2082,"['USB Drive', 'Keyboard']",70,0,70.0
2083,"['Monitor', 'Mouse', 'USB Drive']",350,0,350.0
2084,"['Tablet', 'Backpack']",460,15,391.0
2085,"['USB Drive', 'Headphones', 'Mouse']",130,5,123.5
2086,"['Mouse', 'Backpack']",90,0,90.0
2087,"['USB Drive', 'Backpack', 'Monitor', 'Tablet', 'Headphones']",860,0,860.0
2088,"['Backpack', 'Tablet', 'Laptop']",1460,5,1387.0
2089,"['Smartphone', 'Monitor', 'Laptop']",2000,10,1800.0
2090,"['Tablet', 'Charger', 'Smartphone', 'Keyboard']",1175,0,1175.0
2091,"['Backpack', 'Monitor', 'Keyboard', 'Charger']",435,10,391.5
2092,"['Backpack', 'Tablet', 'Laptop', 'Monitor']",1760,20,1408.0
2093,"['Keyboard', 'Headphones', 'Smartphone']",830,0,830.0
2094,"['Headphones', 'Keyboard']",130,5,123.5
2095,"['Backpack', 'Laptop', 'USB Drive', 'Tablet']",1480,0,1480.0
2096,"['Tablet', 'Monitor', 'Smartphone', 'Mouse', 'Headphones']",1510,10,1359.0
2097,"['Smartphone', 'Mouse', 'Headphones', 'Backpack']",870,5,826.5
2098,"['Headphones', 'Keyboard', 'Tablet', 'USB Drive', 'Charger']",575,5,546.25
2099,"['Tablet', 'USB Drive', 'Laptop', 'Keyboard', 'Charger']",1495,10,1345.5
2100,"['Monitor', 'USB Drive']",320,0,320.0
2101,"['Keyboard', 'Laptop', 'Smartphone', 'Backpack']",1810,15,1538.5
2102,"['Tablet', 'USB Drive']",420,5,399.0
2103,"['Mouse', 'Headphones']",110,0,110.0
2104,"['Smartphone', 'Backpack', 'Headphones', 'Laptop']",1840,5,1748.0
2105,"['Laptop', 'Monitor', 'Headphones', 'Backpack', 'USB Drive']",1460,10,1314.0
2106,"['USB Drive', 'Keyboard', 'Backpack', 'Charger']",155,0,155.0
2107,"['Headphones', 'Charger']",105,15,89.25
2108,"['Headphones', 'Laptop']",1080,15,918.0
2109,"['Mouse', 'Charger', 'Headphones', 'Tablet']",535,0,535.0
2110,"['Mouse', 'Laptop', 'Smartphone', 'Keyboard']",1780,20,1424.0
2111,"['Laptop', 'Mouse', 'Charger', 'Monitor', 'Backpack']",1415,0,1415.0
2112,"['Laptop', 'Charger', 'Backpack', 'Tablet', 'Mouse']",1515,0,1515.0
2113,"['USB Drive', 'Headphones', 'Monitor']",400,0,400.0
2114,"['Headphones', 'USB Drive', 'Mouse']",130,15,110.5
2115,"['Smartphone', 'Laptop']",1700,5,1615.0
2116,"['Keyboard', 'Headphones', 'Laptop', 'USB Drive']",1150,0,1150.0
2117,"['USB Drive', 'Keyboard', 'Charger', 'Headphones']",175,0,175.0
2118,"['Laptop', 'Tablet', 'Keyboard', 'Backpack']",1510,5,1434.5
2119,"['Keyboard', 'Headphones', 'Tablet']",530,0,530.0
2120,"['Smartphone', 'Laptop', 'Backpack']",1760,15,1496.0
2121,"['Mouse', 'Charger', 'Tablet', 'Monitor', 'Smartphone']",1455,10,1309.5
2122,"['Keyboard', 'Backpack', 'Headphones', 'USB Drive']",210,5,199.5
2123,"['Smartphone', 'Monitor', 'Laptop']",2000,20,1600.0
2124,"['Charger', 'Mouse', 'Laptop', 'USB Drive']",1075,0,1075.0
2125,"['Keyboard', 'Monitor', 'Backpack']",410,20,328.0
2126,"['Mouse', 'Monitor', 'USB Drive', 'Smartphone']",1050,5,997.5
2127,"['Smartphone', 'Monitor', 'Charger', 'Tablet', 'Keyboard']",1475,5,1401.25
2128,"['Tablet', 'Headphones', 'Laptop', 'Keyboard', 'Mouse']",1560,0,1560.0
2129,"['Headphones', 'Mouse', 'Backpack', 'Tablet']",570,15,484.5
2130,"['Headphones', 'Charger', 'Tablet', 'Monitor', 'Backpack']",865,0,865.0
2131,"['Headphones', 'Backpack', 'Smartphone', 'Tablet', 'Mouse']",1270,0,1270.0
2132,"['Monitor', 'Backpack', 'Charger']",385,0,385.0
2133,"['Backpack', 'Keyboard', 'Headphones']",190,5,180.5
2134,"['Mouse', 'Charger', 'Backpack']",115,5,109.25
2135,"['Smartphone', 'Laptop', 'Charger', 'Monitor', 'Tablet']",2425,10,2182.5
2136,"['USB Drive', 'Backpack', 'Keyboard', 'Tablet']",530,15,450.5
2137,"['Mouse', 'Laptop', 'Backpack']",1090,0,1090.0
2138,"['USB Drive', 'Headphones']",100,10,90.0
2139,"['Laptop', 'Charger']",1025,0,1025.0
2140,"['USB Drive', 'Backpack', 'Mouse', 'Charger']",135,15,114.75
2141,"['Backpack', 'USB Drive']",80,10,72.0
2142,"['Monitor', 'USB Drive', 'Charger', 'Mouse', 'Backpack']",435,5,413.25
2143,"['Charger', 'USB Drive', 'Backpack', 'Keyboard', 'Monitor']",455,10,409.5
2144,"['Charger', 'Laptop', 'Backpack', 'Headphones', 'USB Drive']",1185,0,1185.0
2145,"['Charger', 'Mouse', 'Tablet', 'Headphones']",535,0,535.0
2146,"['Smartphone', 'Keyboard', 'Headphones']",830,10,747.0
2147,"['Keyboard', 'USB Drive', 'Monitor', 'Charger']",395,0,395.0
2148,"['Monitor', 'Headphones', 'USB Drive', 'Laptop', 'Backpack']",1460,0,1460.0
2149,"['Monitor', 'Charger', 'Backpack', 'Mouse', 'Headphones']",495,0,495.0
2150,"['Tablet', 'Charger', 'Smartphone']",1125,10,1012.5
2151,"['USB Drive', 'Smartphone', 'Keyboard']",770,0,770.0
2152,"['Backpack', 'Smartphone', 'Mouse']",790,0,790.0
2153,"['Keyboard', 'Monitor', 'USB Drive', 'Smartphone', 'Laptop']",2070,10,1863.0
2154,"['Keyboard', 'Headphones', 'Backpack', 'Monitor', 'Tablet']",890,10,801.0
2155,"['Tablet', 'Charger']",425,0,425.0
2156,"['Backpack', 'Smartphone', 'Headphones', 'Tablet']",1240,0,1240.0
2157,"['Charger', 'USB Drive']",45,0,45.0
2158,"['Charger', 'Backpack', 'Mouse', 'Tablet']",515,0,515.0
2159,"['Headphones', 'Charger', 'Backpack', 'USB Drive']",185,0,185.0
2160,"['Charger', 'Backpack', 'USB Drive', 'Mouse']",135,10,121.5
2161,"['Charger', 'Keyboard', 'Mouse']",105,5,99.75
2162,"['Smartphone', 'Monitor', 'Backpack', 'USB Drive', 'Keyboard']",1130,5,1073.5
2163,"['USB Drive', 'Monitor', 'Keyboard', 'Backpack', 'Tablet']",830,0,830.0
2164,"['Smartphone', 'Laptop']",1700,10,1530.0
2165,"['Charger', 'Smartphone', 'Tablet', 'Headphones', 'Keyboard']",1255,0,1255.0
2166,"['Laptop', 'Headphones', 'Mouse', 'Smartphone', 'Backpack']",1870,20,1496.0
2167,"['Keyboard', 'Laptop', 'Monitor', 'Mouse']",1380,5,1311.0
2168,"['Headphones', 'Mouse', 'Monitor', 'Laptop', 'USB Drive']",1430,0,1430.0
2169,"['Smartphone', 'Laptop', 'Headphones', 'USB Drive', 'Charger']",1825,5,1733.75
2170,"['Laptop', 'Monitor', 'Headphones', 'Backpack']",1440,0,1440.0
2171,"['USB Drive', 'Backpack', 'Smartphone', 'Laptop', 'Mouse']",1810,5,1719.5
2172,"['Backpack', 'Charger', 'Headphones']",165,0,165.0
2173,"['Mouse', 'Headphones', 'Laptop', 'Tablet']",1510,0,1510.0
2174,"['Keyboard', 'Tablet', 'USB Drive', 'Mouse', 'Laptop']",1500,15,1275.0
2175,"['USB Drive', 'Tablet', 'Monitor']",720,0,720.0
2176,"['Smartphone', 'USB Drive', 'Charger', 'Laptop']",1745,10,1570.5
2177,"['Laptop', 'Tablet', 'USB Drive', 'Headphones']",1500,0,1500.0
2178,"['Charger', 'USB Drive']",45,5,42.75
2179,"['Tablet', 'Backpack', 'Mouse', 'Smartphone']",1190,5,1130.5
2180,"['Monitor', 'Laptop', 'Headphones']",1380,5,1311.0
2181,"['Tablet', 'Smartphone', 'Laptop', 'Keyboard', 'Backpack']",2210,0,2210.0
2182,"['Monitor', 'Headphones', 'Charger']",405,0,405.0
2183,"['USB Drive', 'Tablet', 'Monitor', 'Smartphone']",1420,0,1420.0
2184,"['Mouse', 'Keyboard', 'Headphones', 'Smartphone', 'Monitor']",1160,0,1160.0
2185,"['Tablet', 'Keyboard', 'Backpack', 'Charger']",535,5,508.25
2186,"['Laptop', 'Tablet']",1400,15,1190.0
2187,"['USB Drive', 'Smartphone', 'Tablet']",1120,15,952.0
2188,"['Keyboard', 'Laptop', 'Mouse', 'Charger']",1105,10,994.5
2189,"['USB Drive', 'Smartphone', 'Keyboard', 'Laptop', 'Backpack']",1830,10,1647.0
2190,"['Laptop', 'Charger', 'Mouse', 'USB Drive']",1075,5,1021.25
2191,"['Tablet', 'USB Drive', 'Keyboard', 'Charger']",495,0,495.0
2192,"['Laptop', 'USB Drive', 'Charger']",1045,15,888.25
2193,"['Backpack', 'Tablet', 'Laptop', 'Keyboard']",1510,5,1434.5
2194,"['Mouse', 'Charger', 'Backpack', 'Monitor']",415,5,394.25
2195,"['Headphones', 'USB Drive', 'Laptop', 'Backpack']",1160,0,1160.0
2196,"['Charger', 'Laptop', 'USB Drive', 'Keyboard', 'Smartphone']",1795,0,1795.0
2197,"['Charger', 'USB Drive', 'Laptop', 'Mouse', 'Tablet']",1475,0,1475.0
2198,"['Laptop', 'Smartphone', 'Keyboard']",1750,15,1487.5
2199,"['Tablet', 'Laptop']",1400,5,1330.0
2200,"['Monitor', 'Smartphone', 'Backpack', 'Laptop', 'USB Drive']",2080,0,2080.0
2201,"['Monitor', 'Laptop', 'Backpack', 'Headphones']",1440,20,1152.0
2202,"['Charger', 'Smartphone', 'USB Drive']",745,0,745.0
2203,"['Mouse', 'Keyboard', 'Headphones', 'Charger']",185,0,185.0
2204,"['Backpack', 'Keyboard', 'Mouse', 'Smartphone', 'Tablet']",1240,0,1240.0
2205,"['Backpack', 'Smartphone', 'Charger', 'Laptop']",1785,10,1606.5
2206,"['Monitor', 'Tablet', 'Laptop', 'Headphones', 'Smartphone']",2480,15,2108.0
2207,"['Laptop', 'Backpack', 'Charger', 'Mouse']",1115,0,1115.0
2208,"['Backpack', 'Mouse']",90,15,76.5
2209,"['Monitor', 'Backpack', 'Keyboard']",410,0,410.0
2210,"['Backpack', 'Monitor']",360,15,306.0
2211,"['Charger', 'Smartphone', 'Keyboard', 'Headphones', 'Backpack']",915,10,823.5
2212,"['Keyboard', 'Monitor', 'USB Drive']",370,10,333.0
2213,"['Smartphone', 'Headphones', 'Monitor', 'Backpack']",1140,0,1140.0
2214,"['Backpack', 'Keyboard', 'Mouse', 'Tablet']",540,20,432.0
2215,"['Keyboard', 'Mouse', 'Laptop', 'Monitor', 'USB Drive']",1400,10,1260.0
2216,"['Keyboard', 'USB Drive', 'Monitor', 'Mouse', 'Headphones']",480,0,480.0
2217,"['Smartphone', 'Mouse', 'Backpack', 'Monitor']",1090,10,981.0
2218,"['Monitor', 'Mouse', 'Tablet']",730,0,730.0
2219,"['Monitor', 'Smartphone', 'Keyboard', 'USB Drive']",1070,15,909.5
2220,"['Backpack', 'Monitor']",360,0,360.0
2221,"['Laptop', 'Headphones', 'Smartphone', 'Charger']",1805,10,1624.5
2222,"['Monitor', 'Laptop', 'Smartphone', 'Tablet']",2400,5,2280.0
2223,"['Keyboard', 'Laptop', 'Headphones']",1130,0,1130.0
2224,"['Keyboard', 'Backpack', 'USB Drive']",130,0,130.0
2225,"['Charger', 'Mouse', 'Headphones']",135,0,135.0
2226,"['Backpack', 'Keyboard', 'Charger', 'Laptop']",1135,0,1135.0
2227,"['Laptop', 'Charger']",1025,0,1025.0
2228,"['Mouse', 'Laptop', 'Charger', 'Tablet']",1455,5,1382.25
2229,"['Monitor', 'Headphones', 'USB Drive', 'Backpack']",460,0,460.0
